CreationDate,DateSent,DatePayed,TotalPrice,PayedAmount,IsPayed,CustomerId
2018-12-03 04:54:17,2019-08-25 04:55:21,2020-01-29 07:59:53,4819.87,2921.64,1,e5433e5f-5819-4b1c-a85b-2bd5b4206de5
2012-11-08 23:06:47,2019-03-21 10:19:13,2019-06-04 04:25:33,4559.0,3327.44,1,5c0888ea-5a93-4726-9cfd-35d44bbe7bf3
2016-06-30 11:49:09,2019-08-16 03:48:07,2019-03-18 10:01:56,336.11,0,1,84c19842-5c0e-4f9f-9e4f-5344f8a0fb14
2012-02-23 02:33:10,2019-11-21 13:18:23,2019-12-06 18:56:18,3431.2,847.68,1,6aa8aa03-a545-49d0-b5ae-9b33cb7bca5e
2013-09-14 05:39:39,2019-05-10 16:13:56,2019-09-13 18:43:48,3204.71,630.86,1,14cb7be9-10fa-4d7c-a251-c25c9f155636
2011-02-06 14:09:49,2019-06-23 17:05:06,2020-01-30 08:35:27,4037.62,992.82,1,3602c453-529c-403e-99e4-0b70b9600554
2010-01-19 18:55:55,2019-11-08 01:56:47,2020-03-03 14:02:08,1683.59,0,1,8f516d47-e3b7-42f5-a234-5913c8453b23
2014-12-02 11:21:49,2019-08-30 20:15:32,2019-07-11 11:34:03,4272.66,1027.96,1,997ed1c7-d825-4313-8128-2f64af437627
2019-05-13 19:23:16,2019-10-24 23:59:43,2019-09-26 15:25:07,322.69,0,1,e4eeb291-1ed2-4fe5-9792-954bcf30f6a7
2017-12-25 10:41:29,2019-03-30 21:38:59,2019-11-06 09:27:28,4583.76,2037.16,1,9112fea4-f07e-4341-9753-a24db8ff9eac
2019-08-04 22:37:16,2019-09-26 17:31:53,2019-09-26 12:56:43,2976.51,1000.18,1,29b6e37e-b8e1-401e-85aa-be60e52e1e66
2018-03-28 02:43:25,2019-11-09 02:26:06,2020-01-03 02:04:24,3242.12,0,1,37d8a892-2dc5-401a-9e7e-4680f74724fb
2015-02-13 15:30:52,2020-02-04 18:36:29,2019-06-23 20:56:49,3395.86,1080.75,1,bf13204b-bc00-4600-bbb7-106d03e03d59
2015-07-14 06:31:19,2019-11-05 17:25:25,2019-09-10 03:45:10,4391.15,0,1,fea43be4-6013-4468-8a00-96e2ecb57314
2014-03-13 09:42:46,2019-07-18 21:14:30,2019-04-19 08:38:12,184.24,0,1,84723f04-d1b5-4c6f-879a-282bc0991cd8
2012-05-20 22:50:59,2019-10-03 20:36:27,2019-07-22 19:22:22,1315.08,0,1,e24fd207-12f3-4ca6-84a8-7f820e088657
2014-11-20 15:16:25,2019-06-21 22:53:40,2019-10-12 16:16:54,3614.44,1710.95,1,9d6f7b5c-b698-47cb-ba09-b3daee464c5a
2015-12-24 15:06:12,2020-01-06 20:57:23,2019-12-08 06:41:57,4534.34,110.77,1,c04b9d0e-0d54-4eac-bfa2-48a21a023cac
2019-06-02 12:07:58,2019-05-19 04:51:33,2019-12-04 17:35:03,4865.05,2190.06,1,5f233e9d-4771-40c1-bf45-fa190b83fda2
2013-11-30 13:14:12,2020-02-01 17:40:57,2019-05-03 08:46:20,800.09,148.46,1,43d479f7-4084-4367-8591-98ce958cea51
2019-01-16 21:06:59,2019-05-31 11:02:00,2019-08-07 12:31:57,2008.16,300.31,1,54ac6163-38ab-4c1d-909d-7959e579d2fa
2019-02-25 12:57:47,2020-01-29 06:37:36,2019-05-09 13:21:15,356.36,0,1,404e433d-e95a-4348-8658-3262d2ebb6b8
2019-09-29 15:51:14,2019-11-02 06:31:17,2019-05-10 04:26:45,1945.37,0,1,ba5a8ad2-97e4-439a-a027-7d1fec83223b
2014-01-01 09:28:49,2019-07-23 07:08:23,2020-01-16 12:29:23,2695.56,2258.94,1,114518e3-91e3-48e4-866c-691e5e2004ac
2015-02-27 04:16:55,2019-08-29 10:18:37,2019-05-16 21:41:52,3425.49,2225.4,1,4d6c1d53-0b5c-4653-a3d0-6011115f4837
2020-01-13 21:21:19,2019-06-30 15:09:48,2019-11-08 15:04:52,4067.44,0,1,97b7f77c-b658-4372-8b21-4c0c48c568fd
2014-02-12 01:39:07,2019-05-09 11:58:25,2019-09-09 07:43:19,1739.06,0,1,540726f9-3009-439a-8fc6-62aecfabf889
2017-08-24 09:41:03,2019-04-04 00:11:05,2019-07-07 03:26:47,88.13,0,1,8e152fe9-61d2-4e07-b211-953c72d03537
2010-01-24 03:02:12,2019-07-23 08:59:07,2020-02-28 10:01:29,3342.17,1895.53,1,e3da105f-f121-4959-9b32-51af6e3ed573
2018-07-28 00:48:36,2019-05-30 22:21:29,2019-11-08 12:24:31,3711.49,344.99,1,3559490b-8d2b-40a8-bc6f-cfcb46ca98db
2013-01-12 05:20:59,2019-05-01 20:01:02,2019-07-19 01:47:48,1374.46,0,1,5968d369-cd24-4e29-8127-ffa29fb063e5
2011-08-14 04:19:35,2019-07-03 08:03:05,2019-12-13 21:41:55,4435.76,345.48,1,553a39b3-4408-4e29-baef-c348db645639
2011-05-18 04:45:05,2020-02-27 06:02:54,2019-12-30 03:39:13,4063.25,4026.79,1,790b4b4a-061c-4fdf-8369-2498d331a499
2018-12-25 05:47:21,2019-04-09 15:47:36,2020-01-27 22:49:14,814.81,552.16,1,f37127ef-1b19-41fa-b742-eb884fdafdcc
2017-04-26 07:21:46,2019-06-26 20:40:53,2019-03-27 18:19:22,17.71,0,1,df1f9731-16a1-4f90-9b60-751a77d911c0
2015-01-08 11:51:25,2019-09-03 11:54:36,2019-05-12 08:01:53,1886.4,0,1,871e6c84-b4fb-4114-a026-01a42094dfd3
2014-06-06 23:57:26,2020-01-07 00:24:53,2019-07-09 08:29:21,1276.47,0,1,bca8b1bd-57ff-4a12-8dca-a8de30dd06b7
2013-07-18 12:14:45,2019-04-12 02:13:07,2019-04-24 09:57:11,2244.15,1866.54,1,95fa49cc-e0b1-4b7a-85cf-45bd027de221
2013-01-14 12:28:11,2019-12-28 19:12:10,2020-02-12 04:18:53,4559.04,1140.91,1,b1f83bf7-9765-4b95-b6ba-c8824db5a1be
2010-03-02 22:20:51,2019-05-10 07:30:34,2019-04-07 15:41:33,891.36,534.02,1,6f8c074c-bfa0-4c28-982c-c618ee92ca84
2016-09-16 11:04:13,2019-04-14 15:41:16,2019-11-27 08:13:59,280.97,0,1,0296311d-0618-43d8-9e86-af82ce0a3cc9
2011-03-11 16:39:53,2019-11-22 06:00:14,2019-09-11 03:58:47,3363.51,0,1,ec0d2050-880f-45f2-8afe-e6f69a26e854
2017-07-18 00:54:16,2019-05-31 13:32:51,2019-10-11 16:45:53,1603.13,0,1,3df188a4-b29d-4289-8fb0-5fc3442db95f
2011-03-15 07:58:43,2019-07-25 09:33:14,2019-05-12 06:45:17,3486.26,0,1,cab2ac3a-d5ec-40d3-90d3-1fb023aaea01
2015-06-08 12:27:38,2020-01-11 14:51:12,2019-08-27 15:28:51,4025.44,4000.72,1,4e650148-907a-449f-bc59-725a6de219fa
2016-06-16 13:53:11,2019-11-24 19:57:34,2019-04-05 04:51:05,2581.12,1555.12,1,b9aec266-1031-4025-86fa-b9c4f629ba9c
2010-10-27 10:15:26,2019-07-19 17:05:29,2019-05-29 18:51:07,3071.53,0,1,f738bdb9-485a-4ef2-9eda-7ba628d4c23d
2013-04-20 09:14:01,2020-01-17 08:36:12,2019-05-28 08:56:58,2058.07,0,1,12ef1727-8e73-4cba-a4c1-f2f32af305ac
2010-04-03 02:24:07,2019-06-21 07:14:13,2019-10-31 19:46:05,3433.17,1557.28,1,cc646f0a-7372-44d3-bbb0-6e2a60472827
2017-11-04 08:24:54,2019-07-10 09:14:21,2020-02-01 01:59:27,1907.08,0,1,4861e67b-cea8-4b3a-91e9-a28197775e9a
2010-12-28 20:51:50,2019-06-11 06:25:36,2019-10-02 20:51:43,2566.42,0,1,ec5bb7c1-09fc-44b2-b017-7957d9ece103
2018-12-17 13:20:28,2019-12-19 15:11:37,2019-05-16 06:57:30,290.02,0,1,435bb603-2d0c-4e7e-bb6e-387d832717cc
2018-06-03 20:55:19,2019-05-29 07:20:41,2019-12-04 00:57:46,218.7,0,1,985e0553-d3c3-4d15-8200-b9da830a3585
2012-02-20 03:34:21,2019-09-09 09:33:42,2020-02-02 17:10:06,662.95,0,1,3602c453-529c-403e-99e4-0b70b9600554
2011-02-24 10:54:19,2019-04-13 15:23:30,2019-05-27 10:51:40,1038.48,0,1,63648de7-688b-4d18-9fe2-de5345261761
2016-07-14 21:24:30,2019-07-27 15:17:19,2019-11-26 13:23:45,1927.38,0,1,2d81be41-78e5-43d4-974f-cea7c9f3dece
2014-11-24 16:26:03,2020-02-01 00:36:39,2019-04-22 10:01:57,2176.99,540.75,1,d76444e9-3b4b-4c40-8dc1-dc4b7331e353
2014-06-23 16:59:00,2019-09-11 03:56:44,2019-08-15 11:46:56,3967.86,3744.63,1,949a51ad-e447-4243-a6b2-704e08e941e4
2012-08-24 22:55:11,2019-08-20 19:50:38,2019-08-03 22:28:01,807.21,0,1,a17752df-4190-4862-a279-354bfdcf816d
2017-04-07 22:46:22,2019-08-25 03:37:58,2019-07-02 15:29:04,4176.26,2342.72,1,01c1b00a-8da3-4555-b24a-4c004de109a8
2014-02-02 13:23:25,2020-02-21 02:34:27,2019-08-26 13:57:14,656.14,0,1,f9eadae1-35e3-4859-84e8-1935a09aae6a
2017-06-19 06:49:53,2019-08-20 04:58:03,2019-09-28 07:15:17,1283.25,0,1,774b6440-1063-40ef-83dd-2d5bd96597cb
2019-05-06 08:29:45,2019-12-23 22:18:02,2020-02-11 21:15:23,2984.13,0,1,0b9e66ef-84d5-4b93-b622-3a49c9d36f16
2020-01-07 21:49:26,2019-07-25 01:36:41,2019-05-05 08:15:27,1306.12,0,1,c1b570c0-d1c9-4c75-aba8-0b415dfecfb3
2017-07-30 17:36:23,2019-09-03 02:54:22,2020-02-26 22:04:31,3317.08,3193.88,1,404e433d-e95a-4348-8658-3262d2ebb6b8
2017-03-06 03:26:07,2019-07-06 19:18:30,2019-06-12 15:09:30,4793.64,374.4,1,9922f09e-c0e5-4c4e-b0f8-6b8966f372c7
2019-04-03 12:04:47,2019-11-16 01:27:11,2020-01-14 22:19:35,1515.57,250.02,1,d594de84-e9e5-404c-a528-a93dbf2b54af
2017-05-26 08:36:07,2019-11-14 21:20:35,2019-09-05 02:26:49,3047.48,0,1,f5648cad-7ae2-464f-bdf2-47b873d87abc
2017-08-25 16:49:30,2019-03-26 01:21:47,2019-05-12 07:19:35,4251.09,2854.48,1,12e030e7-cca9-4ade-83a1-78256e2ad8f0
2011-04-18 10:23:25,2019-07-10 19:09:46,2019-03-27 07:32:24,1642.46,0,1,36c15f29-4974-4eb6-b4c2-936938b11db9
2011-10-31 05:27:46,2020-01-15 17:26:01,2019-07-24 03:24:37,214.24,0,1,6f73f742-1d5b-4794-a9af-e48790192cb2
2012-10-13 02:35:19,2019-05-17 09:46:50,2019-09-04 16:17:05,2334.75,112.3,1,e97f9305-5453-4e6e-9bf9-6c3a286210a5
2012-09-25 23:25:47,2019-03-30 19:54:43,2019-05-03 02:01:40,2879.92,0,1,12e030e7-cca9-4ade-83a1-78256e2ad8f0
2016-11-18 09:19:52,2019-07-14 23:29:19,2019-12-06 02:57:14,850.25,0,1,be91390f-4a36-4708-8a4a-e9b76ed061e9
2013-04-17 00:28:38,2020-01-02 22:43:26,2019-09-17 07:02:10,237.48,0,1,37d8a892-2dc5-401a-9e7e-4680f74724fb
2013-04-28 19:27:11,2020-03-09 14:45:20,2019-08-30 21:26:34,1558.05,0,1,f096b3c7-95bf-4f55-9484-c3fab26a5199
2011-09-25 15:17:39,2019-09-18 08:53:55,2019-07-26 16:55:14,1605.22,0,1,b1176c7a-41c6-4b2b-aae8-f13ad6748e89
2019-11-24 12:46:47,2019-04-29 02:24:47,2019-11-02 00:53:57,2195.21,1786.68,1,97b7f77c-b658-4372-8b21-4c0c48c568fd
2015-02-25 14:57:00,2019-04-12 06:13:34,2019-03-29 06:50:45,4191.61,4113.8,1,cbaa6b13-7e7a-4c5e-bfc5-64bb90a8b572
2013-08-31 01:11:14,2019-08-10 23:13:16,2020-02-27 15:00:30,4136.94,551.72,1,c204f65b-fde9-444a-9d35-0bceb064e274
2013-12-29 23:23:34,2019-06-21 13:55:00,2019-09-07 05:26:34,825.88,0,1,f37127ef-1b19-41fa-b742-eb884fdafdcc
2012-02-03 00:29:42,2019-05-30 10:54:41,2020-02-22 14:07:13,2087.06,0,1,f0262a12-fb0a-4975-9060-8ad013232020
2010-02-18 02:26:13,2019-06-16 01:42:12,2019-06-25 15:52:05,1285.21,0,1,1545aaac-bc91-407d-adb7-cefe0dea61f6
2019-12-19 14:26:59,2019-09-15 10:08:56,2019-09-30 12:06:02,1595.35,0,1,e5433e5f-5819-4b1c-a85b-2bd5b4206de5
2015-01-29 21:15:22,2019-08-28 14:09:52,2019-07-04 04:05:29,2490.73,800.77,1,e2b86923-ba23-44dd-a042-90d6387f05a9
2017-03-04 11:00:15,2019-04-23 00:36:29,2019-05-30 08:14:25,4528.27,1645.82,1,81ad564d-fef0-4389-91b0-8add5150fdfc
2011-06-02 10:24:04,2019-12-26 10:51:11,2019-06-12 18:44:30,3274.62,0,1,a3bc9928-c89a-4704-b05e-f92e5d6a32ba
2014-01-23 04:05:25,2019-10-08 21:26:23,2019-09-13 19:16:26,2179.85,0,1,9add2a4a-c30f-4a2d-b991-c03c103a3d7c
2012-07-23 12:02:10,2020-01-18 17:31:29,2020-03-12 18:56:07,2450.23,0,1,567b9ab5-35b3-494f-babe-92d79d7372ca
2018-10-17 02:21:07,2019-05-16 01:09:48,2019-11-26 02:50:54,1195.97,0,1,e013939f-0800-4bed-9c98-442d298a43ca
2014-08-19 09:36:16,2019-09-07 22:55:04,2019-08-04 15:37:08,4532.76,4153.09,1,0484049d-277d-4f62-b3f9-4c4c6db65a0a
2012-11-06 21:18:32,2019-03-21 11:40:43,2019-06-25 12:24:43,2500.88,2031.23,1,45ea716f-cd59-43c7-b1f5-c1ae3bc6e6a2
2016-04-29 09:35:15,2019-12-27 16:52:17,2019-09-22 17:53:03,994.79,0,1,cc5cdffd-3664-48b2-9d40-3d274b64b9b8
2014-10-07 06:40:23,2020-02-04 00:24:16,2020-01-07 15:48:04,4599.73,3872.58,1,5ae38b0e-5934-470f-9440-d12e7ea305ae
2018-05-23 21:12:17,2019-11-18 02:05:40,2019-07-21 23:26:48,1468.82,0,1,01ff992e-0dac-48b2-9720-230c8f5b6f00
2014-12-20 22:11:31,2019-06-08 04:01:36,2020-01-21 04:35:40,1214.27,0,1,6bfff9fe-0fc2-40b1-9d5d-50cddff9265d
2015-12-13 15:41:57,2019-10-11 02:55:54,2020-01-26 05:00:14,1797.88,0,1,2ad24cea-65bc-4a0a-8e29-c60c3f855578
2015-03-26 11:33:42,2020-02-06 22:57:36,2020-02-05 03:23:30,457.9,0,1,d39eb1c5-89dd-4528-a96a-c63dcb7692c7
2013-06-19 13:21:17,2019-04-24 06:03:09,2019-08-10 17:37:11,3946.64,0,1,c4c6121c-db35-409d-a6cf-d87b06126be9
2015-05-29 01:40:16,2019-08-27 14:24:24,2019-06-06 13:14:06,1364.24,264.78,1,bee752b5-f608-4e33-926d-c93396732add
2018-05-24 18:07:18,2019-11-19 04:45:35,2020-01-14 03:38:41,2309.81,0,1,e8508199-be61-4a0e-80f9-7628ad79fac5
2016-12-08 07:31:37,2019-12-30 14:55:54,2019-12-18 18:24:46,4492.97,0,1,4d6c1d53-0b5c-4653-a3d0-6011115f4837
2010-03-06 08:00:04,2019-04-10 11:45:02,2019-07-21 09:39:35,2817.21,82.89,1,5d5c505c-ba8f-44a8-98bb-017b508c5cfd
2015-01-27 14:51:33,2019-05-01 01:25:22,2019-04-30 03:11:05,4548.7,588.8,1,b26cf6d0-f9b1-4d1f-b478-7688e429fa0b
2011-08-30 03:46:13,2019-07-27 07:40:13,2020-02-03 13:47:47,2217.62,413.51,1,e1a44a02-4574-4358-83ba-3ab4ae8acf9d
2016-05-16 21:07:22,2020-03-04 18:33:40,2019-04-05 19:55:26,2002.8,0,1,b49cdb7b-17ff-44de-bd1b-e6ae48ab7c26
2014-07-13 03:07:07,2020-02-16 08:41:16,2019-09-01 10:56:52,4425.22,2955.15,1,9149bff5-6e9d-4c19-acef-4699ce7852e4
2010-08-12 05:21:59,2019-11-02 13:56:51,2019-04-23 14:25:10,3606.96,0,1,4d31d08c-b640-4a09-bedb-acddd5dcf463
2015-11-28 01:05:30,2020-01-08 19:18:51,2020-01-19 05:21:39,4086.3,3343.68,1,79d38dd0-913a-4025-af2b-013364b4c883
2017-04-21 15:44:14,2019-06-12 00:34:56,2019-06-18 17:14:30,4738.78,770.31,1,79b1b604-7c1a-41f8-98bf-315004f636ab
2019-08-25 18:50:10,2019-11-13 16:05:37,2019-10-28 06:29:17,1377.16,0,1,10735af2-5302-453e-8e54-e439e2061cc6
2015-07-25 09:53:38,2019-04-24 09:33:29,2019-06-05 00:13:10,1203.38,0,1,d2fa2175-5393-4bcf-acd1-f3973f501634
2019-04-22 18:00:24,2019-09-28 10:36:36,2019-05-03 13:07:35,395.92,0,1,8b6f736e-59da-4a67-9f87-81f09349f05c
2012-08-30 08:41:02,2019-10-15 10:10:47,2019-03-24 22:55:01,2471.02,558.62,1,1fd51334-9c06-4296-b229-e1a7bc66f942
2019-01-07 17:40:33,2019-07-05 22:17:33,2019-05-28 17:51:10,508.65,0,1,756dc6fc-04c0-4d99-8c5b-bb234a708ed4
2015-08-04 02:25:03,2019-05-03 20:44:56,2019-09-22 21:15:37,3976.63,1267.06,1,1fca81b9-f4b5-4703-b19e-6b84bb9b4eb2
2013-07-11 03:07:23,2019-10-15 08:44:19,2019-05-22 13:55:33,3502.91,1815.82,1,8506810b-ead3-44a6-bd15-0cbf0d09c5ac
2013-10-06 18:45:50,2019-09-01 11:35:58,2019-07-24 08:09:43,2682.56,0,1,a961ad8c-5bd7-40db-bf07-884a3f122c83
2018-02-14 22:11:18,2020-02-08 03:37:02,2019-05-09 20:24:20,1273.5,0,1,f9e894fe-1463-40a9-8a24-f3b784544c3c
2019-07-29 14:06:11,2019-08-19 02:04:47,2019-12-23 16:17:38,517.87,0,1,c04b9d0e-0d54-4eac-bfa2-48a21a023cac
2014-06-04 08:14:50,2020-03-05 21:46:15,2019-06-27 06:28:14,3607.17,1363.01,1,d2fbd2d7-c74d-4b97-a38b-e83934e57164
2010-05-22 21:09:47,2019-09-12 23:54:01,2019-10-16 15:25:12,31.78,0,1,229cec8a-0c7f-4a0f-8a43-35ee28d65449
2010-12-07 19:31:19,2019-05-05 21:47:53,2020-02-19 01:17:27,2213.54,0,1,0825d01c-18e2-4fb1-8740-3b16acfd96f6
2013-04-09 11:27:41,2020-03-09 04:24:30,2019-06-24 13:55:04,2993.59,999.92,1,8bcfbde6-0a3e-420f-8a7c-c2c92f03a7f0
2015-08-22 17:32:36,2019-10-22 19:36:41,2020-02-29 09:46:50,4989.61,4122.63,1,9e304a71-eaa4-44b2-84df-0c1d525f75c4
2010-10-04 09:39:30,2019-07-22 03:33:07,2020-01-27 06:27:36,3077.44,1677.33,1,4d31d08c-b640-4a09-bedb-acddd5dcf463
2017-08-09 08:01:27,2019-03-27 08:26:14,2019-07-08 23:25:00,4646.88,3594.43,1,84c19842-5c0e-4f9f-9e4f-5344f8a0fb14
2015-10-15 06:32:20,2019-04-11 17:41:23,2019-11-12 22:06:38,4212.12,2762.7,1,c4a277b9-911c-48fc-9ba2-05c8b48ba540
2014-10-28 21:48:04,2019-03-31 16:45:14,2019-08-01 17:06:10,538.71,0,1,4861e67b-cea8-4b3a-91e9-a28197775e9a
2018-03-25 13:45:30,2020-02-04 09:42:37,2019-03-30 09:46:49,89.12,0,1,6d55ab5d-3213-4fb4-95d8-1ebf6c484424
2015-02-25 07:24:43,2019-11-04 00:02:13,2019-07-27 02:49:25,4387.22,1916.68,1,f5648cad-7ae2-464f-bdf2-47b873d87abc
2015-02-27 14:37:53,2020-02-29 11:47:34,2019-07-27 16:06:50,463.84,0,1,099d7a75-5c71-47b0-aa45-91ce0ab1d582
2013-01-16 07:51:30,2019-08-22 20:15:44,2019-03-20 19:33:08,4898.75,4670.95,1,ad53ddfa-2373-4b3e-8e5f-84d9bc317dc6
2017-11-01 06:59:07,2019-08-16 03:34:55,2019-08-05 16:30:45,1492.67,162.47,1,1d54b1ac-a6b2-4f18-ac24-222a65595880
2012-01-26 19:44:12,2020-03-07 11:00:24,2019-10-29 21:32:52,2131.71,0,1,cdd765ff-4a0f-4d0f-a7b8-933e57b632cf
2013-04-13 17:09:55,2019-06-15 05:22:27,2019-11-10 20:56:38,166.71,0,1,ba5a8ad2-97e4-439a-a027-7d1fec83223b
2016-10-06 06:18:43,2019-07-09 14:49:44,2019-04-23 04:55:19,4386.16,0,1,daef01fd-9641-4735-b948-dc1ffb3efd72
2011-05-26 11:13:30,2019-03-20 10:34:43,2019-03-21 10:37:51,904.45,0,1,6578dacb-4913-447d-89d7-63efdbd03c8e
2012-02-22 01:02:35,2019-09-01 19:38:31,2019-05-10 22:30:31,2747.5,0,1,76387511-81e5-4ec9-a34c-c976fbc8072c
2019-08-12 07:12:18,2019-03-27 07:03:04,2019-06-14 11:24:44,3944.62,581.48,1,b423dffc-021a-4c26-a9e1-238fecc41c98
2019-10-11 16:58:41,2019-04-11 12:44:13,2020-01-01 15:14:10,1498.68,0,1,7f79f2fb-0be2-49e9-a875-c93a15254570
2011-11-30 04:04:12,2019-12-31 15:19:26,2019-08-30 16:15:26,3189.32,2145.82,1,47606eb1-135b-481f-8307-0bb129447afe
2015-09-01 19:41:38,2019-09-11 23:55:43,2019-10-16 11:04:57,3650.75,3553.03,1,ad76cbd4-b10b-4182-8ec9-ce89365b1edf
2018-09-24 01:45:44,2019-05-01 02:38:38,2019-07-13 07:54:53,3447.48,453.05,1,997ed1c7-d825-4313-8128-2f64af437627
2019-05-14 20:48:54,2020-01-15 10:45:59,2019-03-20 20:24:57,4045.88,142.83,1,67495def-9444-4932-8c80-c432750332e3
2017-12-02 03:53:49,2019-07-23 01:24:27,2020-02-16 20:02:51,2632.12,0,1,1fd51334-9c06-4296-b229-e1a7bc66f942
2010-03-03 23:19:04,2020-02-12 16:47:24,2019-07-16 22:57:25,267.95,0,1,5f233e9d-4771-40c1-bf45-fa190b83fda2
2014-10-24 01:46:31,2019-06-29 23:17:52,2019-08-05 19:34:15,110.88,0,1,435bb603-2d0c-4e7e-bb6e-387d832717cc
2018-06-05 16:50:38,2020-01-07 17:43:01,2019-04-25 07:26:58,1793.82,561.32,1,606eacda-3db8-4e15-8576-cfd6ffd80cae
2015-05-03 19:51:52,2020-03-04 12:37:24,2020-01-08 07:29:52,2117.27,317.57,1,0157607f-724c-4866-8fb5-5d47af2c1b2f
2014-04-06 17:59:54,2019-12-19 18:12:29,2019-06-14 12:57:02,991.33,0,1,c3c0ee7a-0643-4481-bf92-41796a5f0e81
2017-01-18 18:25:49,2019-07-31 23:48:47,2019-05-24 10:26:23,3246.37,297.25,1,7c224247-be67-4a4a-ba24-758828dd2fb8
2019-03-12 18:44:13,2020-02-08 18:31:45,2019-06-09 10:04:35,1210.05,597.2,1,135a3674-3838-412c-b907-0088744e1dd8
2014-02-11 13:53:50,2019-08-19 17:41:53,2019-06-21 17:38:11,2076.38,1348.84,1,2111a2cd-62a5-436c-a288-b13172ef30df
2018-08-31 20:26:16,2019-09-26 12:48:15,2019-06-07 20:44:48,1239.57,0,1,37ef1a6c-329d-4e94-a832-ad6c36b94ac7
2013-10-06 16:08:25,2019-05-21 05:21:29,2019-06-25 09:07:05,1174.07,154.57,1,5c0888ea-5a93-4726-9cfd-35d44bbe7bf3
2018-12-04 11:13:21,2020-01-28 19:58:01,2019-10-19 15:50:11,2814.68,0,1,ccab1bec-309e-4dee-87f0-cedccb26c251
2018-12-10 11:36:24,2019-06-01 03:42:12,2019-08-23 18:36:09,1559.19,0,1,ea234ae2-9183-4404-921a-435ce80f9dff
2017-02-26 10:44:05,2019-05-11 00:42:27,2019-12-26 03:11:38,643.49,0,1,6c27ce34-ca14-4e3e-b538-3d4fad5b1539
2011-07-14 20:28:19,2019-12-13 05:52:27,2019-06-08 07:46:02,2239.97,854.12,1,85c290b7-ad37-4c5a-9f91-06414eebbc70
2016-01-02 10:24:29,2019-06-15 18:44:24,2019-11-10 14:34:27,3893.83,0,1,ac8f7977-3b36-47ff-9c0c-ccde7a7cfc6b
2018-11-19 21:24:43,2019-04-15 13:22:02,2019-06-13 19:17:11,918.69,0,1,abac082d-9e88-4963-a6ac-3ab24d516c1a
2011-06-21 23:46:04,2020-02-09 19:49:03,2020-01-29 04:58:38,269.91,0,1,7bdbb59f-ea70-418b-a3b2-9f33bbeeb021
2012-05-20 07:55:40,2019-06-30 11:50:44,2019-09-07 04:08:46,3717.64,256.12,1,11768aec-9a39-4608-99b9-5bc29d186579
