Id,ItemId,Amount,InvoiceId
129,766,40,{851abe15-f3dd-42fb-b812-1abdc9378613}
130,578,95,{6f26d2f9-7557-47d9-9bca-7b66f83de828}
131,827,16,{af9e0b28-f39c-4167-b709-cc259374acef}
132,103,82,{9b1ce1e1-2414-4939-b9d9-9f7bd02f7277}
133,292,17,{3299fd5a-ee2c-4bf6-88f8-6c5d38725687}
134,672,77,{aafd4466-b21d-48e8-8ff8-55d6a722de76}
135,569,50,{4a89940c-31ee-4c32-b01d-7689831e8c3a}
136,852,44,{1409c962-7639-41cc-825f-27ddffa27e5d}
137,218,3,{3b1ca9e1-2394-43dd-b1a2-53a2df51326c}
138,783,67,{5ff526ed-8644-42c6-943b-cace885ecc3c}
139,952,85,{76906056-b1d8-49c1-a3a1-85cb8842e5fa}
140,684,66,{0345f76f-33ad-4b96-ad75-7d48534bb6a4}
141,785,8,{c9c6b838-bb07-40ed-af6a-b4e33c34bcda}
142,470,4,{649cf639-5339-4a0d-afa9-ed9aacbad6f4}
143,135,44,{1a809939-d58a-449c-98f0-72519c4237ad}
144,147,60,{c52b060f-c113-4ded-a653-78feae201eec}
145,481,2,{969569c0-8d54-4fd1-bf0e-f6e7f66f6374}
146,51,80,{224e0bb6-3ba6-4e45-9d66-f8ab387321b7}
147,368,32,{3730029a-65ae-4a12-a8ec-cf8b9bac0e39}
148,629,96,{f9135159-7624-4726-818a-139bdc5c86e0}
149,47,95,{bdbbf223-bb3c-4e67-9d4c-d1444dac631e}
150,806,40,{303a396a-d99e-4933-8417-375b864f04f7}
151,277,12,{571f63cf-c3f6-4292-884c-21b724618de7}
152,908,16,{f52939b2-fc30-4dc6-835d-45c52e996ce5}
153,245,89,{e63669dc-1df7-4647-a9d1-a5fd70080e27}
154,589,82,{33dc8184-9b0a-4ac6-b88f-b60333276309}
155,868,44,{b482a0ef-8e1c-4ac3-a837-67674ebbd9e5}
156,982,33,{1f3a5a3b-6dd7-43db-9e05-68c448256446}
157,453,9,{893481cd-7add-4058-be80-e8d7bf7654bd}
158,731,51,{a2cfe137-d908-4d6c-8b78-291dc669e35c}
159,104,94,{54fbf9e9-6447-48c0-8582-382bd79a57d4}
160,616,30,{6119f8e1-cc11-400a-b784-fd9a9266c88d}
161,528,70,{6a3b6740-79dd-4a3b-a0a1-89f3dde0b139}
162,229,18,{6db23fdc-8e48-4627-9ee4-060bef1f2f4a}
163,266,77,{f33467f0-9211-4f27-a20d-f182d02d47ed}
164,294,45,{2e00e659-2b41-45b9-bb64-7450d8a5845c}
165,757,99,{33e17549-b2be-4255-967f-7ec8701eda61}
166,115,2,{6429442f-0568-4443-8e47-f359a4d7a5b9}
167,746,100,{02647bc2-70a3-4b8d-8e5b-a2577891a594}
168,694,36,{b2ad9a34-85c9-423d-8cf6-01ac81c38b3e}
169,62,34,{6fd5d39b-1930-4ee9-8b2b-b41ab661d4b1}
170,69,16,{6835e9ea-2f92-4a1c-9e81-873645a46ba6}
171,710,49,{a04d4192-88be-4742-bef6-31c0e7802090}
172,544,20,{82fd7ff9-c072-43ca-b69f-d994e5a90661}
173,409,81,{aac5038a-43e9-4613-bc39-9c7590eb9026}
174,371,16,{03498e1b-232e-4d5b-bc12-1b593248e507}
175,142,83,{29bf88d0-dc1c-4868-9c6a-c9373bcf2a9a}
176,871,42,{507ba90d-2d0b-4177-8cf3-1b3c0d1de642}
177,31,57,{81351846-1de6-400b-ab15-ff5f1aa08f0c}
178,923,94,{bf53044b-80f9-434b-9cc2-369ac525ef3b}
179,67,88,{69503a5a-fdcf-4f92-86f8-93d6171cc209}
180,827,92,{f52939b2-fc30-4dc6-835d-45c52e996ce5}
181,885,61,{fb605985-5ba9-4740-bea2-8cdf00837a77}
182,747,92,{b3aa6666-1b4a-4057-96fa-8b807b0d3541}
183,458,31,{3f784f10-ad42-4e23-be22-a3b3238d8b05}
184,997,39,{931aedd0-3f16-4c42-815f-9fc263735d09}
185,339,80,{84132b83-261c-4298-ab97-8e1bbc28d8e9}
186,359,15,{dee57903-60a7-4bdc-9c00-a491b0f473fa}
187,502,55,{9c7decb3-4e7e-4193-aff3-eeb66b7a3bb7}
188,271,39,{a92fa2d2-cea6-46b9-bde2-f822c4c26469}
189,267,38,{c7167318-cbe7-4ce5-a832-f30b678210ab}
190,598,58,{b958c32b-5e97-49e2-a1c9-b4d0442ff3c0}
191,546,99,{07a53b8a-8026-4875-9035-2d3886ab231d}
192,539,65,{47238537-7006-41f3-ac3d-060b922c50a5}
193,236,56,{052c746a-34fd-4e3f-b2c4-12eb6db75207}
194,583,83,{3b1ca9e1-2394-43dd-b1a2-53a2df51326c}
195,963,41,{f10d2c66-d28a-4292-a526-cf9de4ab6ef4}
196,384,95,{31783133-fc38-4b59-809f-4ac422f1162d}
197,241,53,{7ff7fcc6-b9bd-4bb8-b03f-3f3530590760}
198,263,50,{121bc627-0c9a-4a8b-8793-707597c2bc80}
199,855,69,{03498e1b-232e-4d5b-bc12-1b593248e507}
200,216,1,{218b9215-a280-480c-bbfb-c335e664a1c7}
201,167,4,{eff0ae47-b0c2-47b1-beb8-f754856a0a98}
202,48,13,{3051eb7d-0ba6-45ed-bb81-a72f19dfaa17}
203,381,97,{da610127-3f7e-40e4-935b-4f50798a890f}
204,327,84,{83c3c326-3ea2-4772-87ee-82ca134b8b87}
205,946,18,{1c2e0cb1-a93f-4d76-a1af-e6fbc0987cb6}
206,769,84,{13ccb386-f31f-42c5-b409-827435857a43}
207,444,12,{451b4416-f215-4d35-8c09-9c27383d5817}
208,587,37,{4513b428-ee6f-488d-9ab7-b9c1f8c48400}
209,301,87,{da2e0bae-00f4-4735-a92f-b65c9b3eaaca}
210,883,44,{52d6f386-b501-40a9-8a08-c8601c93cbd5}
211,645,62,{0d0528f9-60b0-4fba-aba9-9e5fd1743ac0}
212,936,87,{5057f93b-d5e2-4780-8762-db1c1b6cefe1}
213,449,45,{7a9a41e7-f483-4b0e-9c82-f648449695b3}
214,962,99,{05317c37-4054-411c-aa37-f328d8bb878a}
215,713,95,{383d8520-54a8-4562-97a9-0b4912d73546}
216,499,2,{827c2af0-f3a3-4433-bc32-c38fae5490ed}
217,525,20,{193c1fc8-1ca9-437e-a1d4-c01f69ceaf7c}
218,50,72,{e9a485a4-4ad2-4c9f-bb86-6786a1432a46}
219,434,9,{5eddcc32-b3b8-4e5e-9a8e-c838a2e792c1}
220,233,24,{29579284-fba9-4b61-a85f-27955db31038}
221,689,58,{a22e256e-b802-40f6-ae92-dd597f02d9d3}
222,910,25,{283ca6b2-311e-4c74-83e6-b7ffcf2e645e}
223,138,51,{4a87e033-4bc5-4a4c-b931-3d03fd989816}
224,778,5,{5d6cc1ea-0c30-4283-8901-7356b6964ed9}
225,601,3,{5c36379b-7a25-4370-8dd6-ab60c39340d7}
226,907,14,{ed6e3c9f-8f8e-42b3-b582-f35f6bbd3359}
227,874,27,{1f00f4ee-7011-471a-9bee-0c378281dbaf}
228,751,10,{615facec-9d04-41b7-9f40-dee0fa40a865}
229,427,41,{6d09df21-d25a-4728-b160-83205f91a98f}
230,514,80,{ea2328da-8ecb-4a2c-992b-e0fc729f5a58}
231,673,22,{27d7aa14-21b2-41c7-a617-fb0739d1d7a2}
232,505,73,{f92b548d-950a-4e06-bfa2-c33e22b0e0a2}
233,790,26,{4a9802ba-c856-4fd4-95fc-abf28d1d1bc5}
234,467,89,{7f08d89f-c6a7-418a-b760-46482709de5e}
235,837,73,{0b3a5ad2-776d-489f-b08c-e4943bbb5c6d}
236,790,86,{65e902a1-accc-4cd2-9a77-dc8b59f19034}
237,220,94,{0cbd47f8-538c-48c3-a933-a95d4c757cc6}
238,765,19,{81a8dd1f-5a3a-4be3-8bc2-86ea13283330}
239,1000,70,{3633e5c7-88d9-4aab-a955-4e8d49758bab}
240,841,93,{f5872419-9c23-4f83-857c-5a13031b8525}
241,128,81,{365c0fc5-4b4f-4cdf-b5f6-3f82af377bb5}
242,795,34,{3081a70d-4488-4150-969f-e14ba7ef420a}
243,820,85,{c0d62940-1854-49d0-988a-60b6e34e577c}
244,37,9,{d67b733f-49bf-458f-b05d-1bd638aa910a}
245,657,81,{393134ca-8e52-482b-9f4c-a2858102519d}
246,765,97,{b9d5af06-b74c-4490-9278-4cc2ff499a62}
247,162,26,{1a03d986-d4c0-4622-9d4e-1e42a14e6fed}
248,169,10,{5855413e-dd8a-4912-b1b7-862f425f8fff}
249,530,54,{18e33ed4-4e64-48d4-a9b4-48fc01d18d55}
250,260,43,{f05f378d-382b-4158-9be0-90a5deac3dbe}
251,850,33,{ff631b2b-dac8-498c-94bb-cbc409605bb6}
252,915,17,{178e288b-d7be-4343-affe-cbd27539dff1}
253,948,30,{aee9d049-fb2e-42f3-a83d-14b2fe5a22ef}
254,109,42,{055f64c8-e120-40b7-90d5-9c97f212adf7}
255,27,29,{35ff9ed4-65f9-4d1e-984d-0c2e79478bd6}
256,560,7,{e226b0ca-1be3-458d-b1aa-76185fced417}
257,368,31,{e42b51c4-c0a0-47a0-954c-9d4ec9af6c4f}
258,582,32,{fdc7219e-2ccb-4d31-b197-ffda7133278d}
259,472,79,{1f00f4ee-7011-471a-9bee-0c378281dbaf}
260,224,77,{60666981-4f4e-41a2-b34c-b5503b488370}
261,865,1,{36e04341-2829-4be8-a551-a802aeb67528}
262,143,57,{8bcff1f9-56b2-4cd9-a135-e5d2729ac2ef}
263,920,79,{9222be57-b30a-4988-a144-b4b69773fb55}
264,154,44,{7ad1641b-447b-4742-b4e7-d42542597c8a}
265,479,27,{dc85447c-ae37-4311-b45e-0a02f33beae6}
266,192,85,{fdf4d32e-e9a6-4eeb-9e6a-c570f11a3af2}
267,252,93,{cb4f6761-40db-470d-95f8-2e1bb4d767e4}
268,182,58,{7fc0202c-a28c-491e-a300-5a34bd88b31c}
269,845,35,{989251ae-47a5-4a26-8c60-74b57ba5b61c}
270,962,88,{81e86403-e357-4635-bcdd-cbadf9bd5481}
271,727,84,{9222be57-b30a-4988-a144-b4b69773fb55}
272,461,51,{16aab93e-53ee-403b-8838-396a4ea28947}
273,385,82,{411c9efa-0beb-4cad-a2d9-b08c8bac575b}
274,262,88,{5b6db35c-4700-4c05-ba3e-d9aef84d0d66}
275,433,11,{b0b3103b-9c66-40f7-973c-31c1b29c1f26}
276,651,19,{3ab99087-f9f6-4597-8bcc-77236e65c48f}
277,868,73,{45567959-c481-4ec6-88f5-42db593e0c32}
278,890,38,{b435d84b-266b-4d6f-bfee-09076e9f9adc}
279,493,1,{bf53044b-80f9-434b-9cc2-369ac525ef3b}
280,890,67,{dd4b932f-37a3-489e-ba3f-30d296a4ed21}
281,79,51,{188a8b5d-6e5b-4e2b-908d-1f11fc2e591a}
282,826,78,{9eaf87df-d35e-409a-9e9b-dbe23b87273d}
283,931,52,{617cdffe-415e-4016-b52f-e577a47babc1}
284,351,12,{698cd212-ec78-45f3-b643-5701a3ed4d6e}
285,492,56,{47d617f8-9d3d-44b8-a88b-c01e5684714a}
286,370,49,{685f294d-51cf-427c-8e9f-b03cf5a9a872}
287,532,63,{b5616d8d-48d2-45a8-bdfc-08942c16d8c2}
288,466,94,{96e24e05-5e9e-475c-86d0-da13a7842c87}
289,262,65,{0f6a8a65-e2a0-4869-a60e-d709a642d857}
290,76,90,{8c868881-708f-414a-ab95-91180f2ed026}
291,107,100,{9b1ce1e1-2414-4939-b9d9-9f7bd02f7277}
292,38,13,{d17dadbb-da27-4412-983d-cbcd8253ab9d}
293,849,83,{0848950b-62b6-48e8-8b97-e747bc82cfa0}
294,749,17,{c01bb67e-870e-4f52-8fc4-8b34463afd09}
295,719,15,{cb4f6761-40db-470d-95f8-2e1bb4d767e4}
296,108,70,{07a53b8a-8026-4875-9035-2d3886ab231d}
297,968,69,{788943ca-9cee-4b23-b20f-af488a042803}
298,958,91,{9a685218-3f89-4513-824a-a87820f63275}
299,921,42,{354cc318-0866-4ee2-ac8a-4d77ffdf4363}
300,553,41,{94f5e949-2a3c-491f-a3f1-784b05e2026d}
301,795,60,{37df371a-87e0-4da0-8368-36c6a3a2288f}
302,774,66,{3b7a6b09-5194-4695-98e6-3071674f60f2}
303,51,16,{3126f877-96be-4888-b47a-02f27450e8c5}
304,162,100,{174d913a-5593-4c20-9695-0a72ac8b5326}
305,972,54,{cf2778a0-8c43-4da8-b042-718406d807cc}
306,751,12,{c8f577f0-1841-471f-b2c0-8aafc5d87e55}
307,467,96,{c9c6b838-bb07-40ed-af6a-b4e33c34bcda}
308,495,24,{26305893-e29e-499b-b7a0-f78abc4fcfed}
309,310,75,{f4df4b9a-5771-4a04-ad51-1d13278d291a}
310,944,6,{0848950b-62b6-48e8-8b97-e747bc82cfa0}
311,619,78,{e226b0ca-1be3-458d-b1aa-76185fced417}
312,598,69,{d576c7ab-a914-4cd8-bba0-455319476be9}
313,849,2,{0ed21527-ae80-40db-b913-f2677909ec88}
314,62,87,{e226b0ca-1be3-458d-b1aa-76185fced417}
315,439,44,{055f64c8-e120-40b7-90d5-9c97f212adf7}
316,335,81,{2c0b2838-880d-4d61-a2f8-f9f38cdd5ddc}
317,439,37,{b210a5f4-017e-482c-8f23-04990314deef}
318,800,61,{4733a037-2561-4cc3-8c5f-601fe21c61a8}
319,570,86,{d73854ea-9f11-46c9-993c-dfd97cd2d5e6}
320,50,8,{a1f9c5d0-6c3b-4ef1-80b5-3b0ca12ddcc4}
321,408,6,{75a02132-0335-4789-bc17-e7f3aca098a8}
322,378,48,{33799c84-ae3a-46c7-95cf-55eef3daf769}
323,161,96,{75a02132-0335-4789-bc17-e7f3aca098a8}
324,93,76,{58300215-099f-43f4-bf62-675129e2cde1}
325,948,57,{7d3fa4ae-8530-4e52-9780-8d0ec5f6d4a2}
326,96,14,{7a41f817-fe4b-43b6-8135-a4daa3081f1e}
327,512,59,{8c868881-708f-414a-ab95-91180f2ed026}
328,510,23,{cf268b8c-6000-4708-9519-fc4ca642046f}
329,725,11,{a71c39f7-8c5d-4177-8655-cf37d896fdaf}
330,919,46,{34d70e41-dbe1-4260-8c5c-885665071f61}
331,288,3,{9fb6a18a-a998-4b78-958e-148c32e23699}
332,147,80,{41df7dc2-15e1-4cd5-bc86-2dbbad555006}
333,69,6,{53093c2a-81eb-4057-9314-920cdfc093c9}
334,69,84,{82fd7ff9-c072-43ca-b69f-d994e5a90661}
335,189,10,{c908551e-26f2-431b-b377-4a7b89306536}
336,176,47,{dfdcdb8c-52d9-4f1e-8a6c-61e8cfe7be5d}
337,332,34,{5629c698-73a0-4a4d-a4cd-91342ab83ce6}
338,370,44,{81596b92-7e33-40df-82d6-998c59b9bf48}
339,710,63,{893481cd-7add-4058-be80-e8d7bf7654bd}
340,602,35,{6fd5d39b-1930-4ee9-8b2b-b41ab661d4b1}
341,133,80,{365c0fc5-4b4f-4cdf-b5f6-3f82af377bb5}
342,875,94,{1e6c735e-ede5-4c79-bbe3-05f4292f0af4}
343,301,2,{57286306-1649-48d7-86d0-cd3813db1559}
344,814,20,{2c73a526-a853-4722-bf29-457bde058d25}
345,750,9,{a0aa39c2-ef06-4ac8-b707-9a2dd19b60ed}
346,316,95,{91165d3f-78c7-4e5c-9ebe-ac5ff22f5ed2}
347,106,83,{b927dc09-9d73-42b8-8034-807ccbc649c5}
348,513,53,{0a7f87de-5464-4d5e-8192-491e4a47e76f}
349,379,51,{b388fa48-3b17-4649-8725-0d76d18f053f}
350,870,62,{afc8dc4d-ac56-4c03-ac63-0934fd8c6151}
351,538,73,{063ff971-e1bc-4969-9ad3-4b28ee653670}
352,874,81,{9c7decb3-4e7e-4193-aff3-eeb66b7a3bb7}
353,940,91,{04d173ab-dadc-42e6-84b0-86da8049348b}
354,870,100,{be358d63-6ae9-45b4-8219-a47b3cad3b0f}
355,861,77,{83000346-cbf8-44ac-bc65-ade0eb3c34dc}
356,723,13,{d46d6e81-802f-403b-a988-8ab3cc124d0d}
357,34,88,{f8a839bd-2248-4d85-9c7b-c11e4997bee1}
358,436,97,{614acfd3-c2b5-48b4-ab1e-047ec11ccb5c}
359,49,48,{ed6e3c9f-8f8e-42b3-b582-f35f6bbd3359}
360,379,61,{58757458-2e71-4836-affd-e16d7fa04b22}
361,546,56,{3d992956-e19d-4067-aa01-f0c07b65eb68}
362,542,32,{c5f93994-1b27-4eb2-93b4-72bdb4dcb58e}
363,533,60,{615facec-9d04-41b7-9f40-dee0fa40a865}
364,987,81,{44435ee9-2d33-4f54-b94a-e866d6b3d514}
365,186,83,{29e88a59-dbae-46ff-a590-c26452203079}
366,242,90,{da610127-3f7e-40e4-935b-4f50798a890f}
367,213,74,{da2e0bae-00f4-4735-a92f-b65c9b3eaaca}
368,98,62,{52fd6bec-1eb5-4a6b-b443-d9a1e30fb48b}
369,854,17,{986082ca-23ca-4217-b80e-ca45827af5f1}
370,850,68,{7a9a41e7-f483-4b0e-9c82-f648449695b3}
371,774,13,{9f4a16b1-6414-403d-a39a-350a08241b51}
372,34,50,{f39d278b-39ae-49b7-8b4f-e630cf7f8781}
373,168,55,{cb2e1f62-d8fd-45cc-993a-6f8d648b303b}
374,345,85,{4a178b18-55ec-4721-9ed7-39d00f09ffa6}
375,891,96,{d865eaff-2e51-4b96-943e-c4822fe5cdce}
376,991,68,{359e095e-7f1b-4c6a-9d3f-25a17e15bd10}
377,767,15,{25aeaf64-9422-480a-83b6-729e99d8d94c}
378,882,50,{b958c32b-5e97-49e2-a1c9-b4d0442ff3c0}
379,844,20,{5d8b9d05-22cd-44cc-a58a-6532afd8fdfe}
380,633,12,{b64325a1-ad25-42db-9840-e08dc287df5e}
381,462,26,{89b34f38-bcea-47d9-b2cb-129d6f47e255}
382,622,98,{5bd57dac-eeae-4121-8092-131acb4c7158}
383,123,94,{405330f5-47bb-40be-891a-4ddacdf471c3}
384,554,60,{d417846c-f386-4566-bf6e-40e4883fc624}
385,458,65,{21f75b8c-7700-4119-ba2e-d802c586db21}
386,325,9,{8cb7606f-0727-4e0d-bff1-ed4aaef2be6d}
387,859,47,{26e7621c-d612-4e9b-89c8-2814c5d17b1b}
388,26,89,{ca654f98-eb0f-49b5-88c6-d4eb60f59269}
389,505,100,{878b6ae4-ee4f-4780-aaff-f7088410772d}
390,905,35,{dcc759bf-5b76-454b-94c0-13bc705a258a}
391,772,53,{4fa5b888-6a95-4883-a22f-704b4ab2101c}
392,159,70,{b370d594-d5d8-4594-850a-240b8b5cf60f}
393,877,28,{41df7dc2-15e1-4cd5-bc86-2dbbad555006}
394,92,10,{f071183d-d939-4609-b15a-ae97a8452a4c}
395,861,14,{33a6c83a-7aae-4757-85fe-630e7efc0f8c}
396,319,94,{29bf88d0-dc1c-4868-9c6a-c9373bcf2a9a}
