Amount,PaymentDate,CustomerId,InvoiceId
0,2019-08-28 00:46:50,ad53ddfa-2373-4b3e-8e5f-84d9bc317dc6,144
763.87,2019-11-19 07:38:27,f15e6f53-c70b-47ed-8e6e-b6df3646d8c2,261
3775.07,2019-08-05 10:13:15,58bc0150-de01-43aa-b087-0a59a208bf46,238
0,2019-03-10 23:30:51,402a775f-b150-4230-9ff6-1d27c5cf377a,802
472.94,2020-02-22 16:07:49,ab4db502-e55c-41ff-b60a-7799c3dbd9be,86
0,2020-01-04 09:07:20,cab2ac3a-d5ec-40d3-90d3-1fb023aaea01,944
24.03,2019-03-21 15:05:23,d493885a-b9b5-41b1-afed-0fd3e44596ac,877
1130.01,2019-04-09 13:35:11,fe30bda3-3f4c-46d3-aec8-a3f5d6e40afb,310
2862.67,2019-04-25 18:46:24,bc71ede1-de4c-46e6-9b7e-5c9ea2dd48cb,54
162.47,2019-07-20 07:29:56,51bc94cf-fd94-4a72-9a0b-b472ae621946,740
3626.43,2019-07-02 17:32:18,0157607f-724c-4866-8fb5-5d47af2c1b2f,8
0,2019-05-17 09:06:37,9795bc70-cab7-4c94-ae09-517d2ee1d712,856
985.79,2019-10-04 08:23:10,c847a789-e0ea-4bea-9ced-f2541d5d4a16,638
2650.63,2020-01-03 17:06:00,78ae8dba-c907-4a2e-9513-f2dc9b05c6a3,211
1702.28,2020-01-22 00:53:54,b3f07fa9-39ee-4c6a-8441-d11266d7f5aa,654
3375.17,2019-06-06 06:37:27,0f9bf953-2846-4f30-9945-5b14c5cc5bd1,912
0,2019-01-04 04:50:35,be91390f-4a36-4708-8a4a-e9b76ed061e9,785
4122.32,2020-02-10 20:07:08,246e1ab3-c181-4e17-9335-11b9bb5d5bf4,732
0,2019-05-25 12:49:29,6cae0b1c-da31-4e5e-8573-a5010d20c5d9,691
0,2019-04-20 20:41:51,ef26aa88-0a44-4ba3-a229-642e2db6202f,17
0,2019-03-15 21:58:11,9562513d-d406-4dc0-992a-49e89fa14e03,165
0,2019-01-30 22:19:20,c6524225-7c4c-4282-8dc0-bed08ba6a562,520
1838.13,2019-11-22 00:53:08,bae0ceeb-ba51-4329-bcf8-1e78bfbf80f3,613
0,2019-03-05 11:27:33,52543c58-e820-4e16-a02c-cd5d83f4ee46,107
513.65,2019-05-23 09:08:13,50d2041d-3e0e-48b9-ab78-d68237a48ef8,411
985.79,2019-04-19 23:26:32,9f257d86-c7d8-4018-90ee-0487e51db7ce,219
0,2020-03-09 05:21:55,512aefc9-099c-4e01-bd09-9950c1586775,64
0,2019-03-29 23:41:13,3042d995-3cd1-4a32-93d9-a56e8f209cb4,20
0,2019-03-24 02:21:53,0256f836-eed6-4b84-84bb-2100a59e74f6,456
2081.41,2019-04-15 11:15:07,b3f07fa9-39ee-4c6a-8441-d11266d7f5aa,485
14.05,2019-05-26 01:31:39,c9deb442-5c52-4968-8582-a48b0c1295a5,312
0,2020-02-07 08:37:55,2a461f3d-f74a-445d-aaaf-b10384c9337a,255
470.2,2019-01-13 15:32:54,4a186302-9255-4e77-854d-18a6ed3d9d32,581
4369.83,2019-07-01 15:52:28,f1cd0935-a265-4bf2-b9b1-fabbca2e461c,556
3343.68,2019-03-16 09:39:51,6a12402c-9df5-49e7-b33a-813c48b075e3,933
0,2020-02-19 02:37:34,6cae0b1c-da31-4e5e-8573-a5010d20c5d9,731
3560.5,2019-10-03 14:39:07,12e030e7-cca9-4ade-83a1-78256e2ad8f0,482
4421.51,2020-02-11 21:12:15,0ae386a0-53c3-42a6-9602-1ba61b213b9b,482
0,2019-01-26 22:29:13,0825d01c-18e2-4fb1-8740-3b16acfd96f6,58
0,2019-02-28 10:57:08,08cb566e-6404-4b22-9ba8-86c37d398616,419
0,2019-09-18 18:33:17,34225af4-db09-4113-a1ef-85619e683b92,626
1912.48,2019-08-30 00:07:06,c847a789-e0ea-4bea-9ced-f2541d5d4a16,622
1673.82,2019-04-06 05:54:27,38e9d84f-f602-4589-a203-bf69e2216c3a,814
1411.43,2019-12-09 19:48:12,e526a378-041c-4adc-946b-23eab41185b9,74
1566.63,2019-09-25 11:17:16,aab3c454-5eb2-4889-8c85-787f5f3cf4f5,286
0,2019-09-21 11:45:00,be91390f-4a36-4708-8a4a-e9b76ed061e9,678
0,2019-03-02 05:56:01,36958a5a-7346-4271-b56d-3812a7c9774e,773
606.08,2019-03-09 01:26:49,40ed5acb-c620-493c-8464-f0a5981b6184,942
0,2020-03-11 06:29:08,b2f484db-a1f0-4ec3-a317-a82033a59446,488
0,2019-01-29 21:17:33,52302313-ff7f-45f4-afad-82c1657b1a95,877
160.7,2019-05-31 13:00:36,07c3d6a6-5d5b-4848-855e-eb18ea18fb0f,811
193.7,2019-10-24 20:37:40,a55ed2a8-6af2-4389-87fc-83a5b67f8361,946
0,2020-01-18 12:54:44,2c67bfbc-94ed-4487-83a0-fd97f13226a7,850
0,2019-05-22 16:28:30,b3b8d3c0-af70-41bf-be3f-06ac0eb60baa,206
0,2019-03-17 11:31:15,b49cdb7b-17ff-44de-bd1b-e6ae48ab7c26,647
1449.49,2019-12-15 19:10:11,dae6552e-c097-436c-bb4c-9fbeada6273e,331
0,2019-08-21 09:30:32,366caaf7-736e-4323-a401-f3a09228bc39,700
242.37,2019-09-20 13:43:10,df3d9e53-0795-435f-a4be-4796362cdca5,432
636.77,2019-06-16 23:58:38,ccab1bec-309e-4dee-87f0-cedccb26c251,144
0,2019-08-15 15:09:52,ec1ad70e-ee13-4e27-8351-6105e2c1cb0b,589
274.77,2019-02-12 07:31:21,edcecfff-9d96-4b4f-9b3c-85a1a9335089,833
0,2019-08-04 06:27:23,84a1be81-b498-4d65-ba45-adb31fe00b3d,937
0,2019-11-09 05:16:33,e6d9844e-4532-4b1c-bffa-43b1876222b1,818
1384.43,2019-07-05 21:06:53,8774ebfa-602e-4385-813a-fdb596c67540,531
453.05,2020-02-14 06:10:08,eabac877-55ff-4330-94af-11faf9ef6236,776
1487.74,2019-03-09 21:56:40,e5ee23a1-6855-4427-9a7a-ab2a7b3724b1,951
242.37,2019-05-21 17:13:45,a48d9aad-5393-41a1-b294-c4578e8aae43,553
2574.77,2020-01-23 23:56:48,82ccd656-b303-4278-8756-3eef6943eb6e,560
1137.34,2019-09-22 04:10:13,11d1156f-c969-429c-abf7-ab700b14e43b,867
0,2019-06-24 19:50:24,636a8cd4-875a-41bf-a5e7-ea3ab129c0aa,351
3521.88,2019-11-05 01:18:48,2c9f51b1-a8b3-4b6e-8cba-a5b7bb34c21a,656
2962.4,2019-06-04 06:17:52,40e914d6-2986-42ed-924d-09dc94902e66,713
0,2019-07-20 16:59:09,ab631f6f-1e62-4fd0-b656-796ac32a409e,917
2668.02,2019-12-28 05:35:28,a0dbe104-d657-41ff-94c8-a98d2ff4129d,669
798.69,2019-04-12 08:04:34,84c68353-d699-48cd-b684-c9732e04e510,118
0,2019-05-09 00:12:51,84c19842-5c0e-4f9f-9e4f-5344f8a0fb14,667
1710.95,2019-02-02 17:24:39,7d812446-6a53-41e5-b0df-af8bf6a9849e,817
300.31,2019-12-04 00:46:05,404e433d-e95a-4348-8658-3262d2ebb6b8,217
573.09,2019-03-20 05:51:49,6f9ebe44-fd8d-433a-9ba8-fd11cbf07b0b,727
3775.07,2019-12-24 08:42:10,f8694cd5-3409-4cbd-855e-b5b45b88c724,55
0,2019-09-29 00:22:32,458cf7ff-2430-40a6-8fb7-f07884355632,9
1363.01,2019-02-16 23:10:39,5e406635-8fe4-4874-8d7e-fbc1d480e476,262
0,2019-01-04 09:05:02,38383dd1-2408-406b-9cff-42e763413522,531
0,2019-09-21 20:34:12,8ef8a30b-43c9-4d09-a691-aaa6aad720df,502
1866.54,2019-11-27 04:12:00,c3c0ee7a-0643-4481-bf92-41796a5f0e81,686
1269.13,2019-09-27 02:34:51,d9e0a7b3-0e4a-4426-8b3e-8f5eb427c6c3,741
705.4,2019-07-26 22:08:26,e7ab0244-20a2-473a-b71f-7457a9be6ba1,948
2792.79,2020-02-29 10:14:50,39ad6903-45c4-4e4d-9fd2-e9d499459568,278
0,2019-01-24 20:15:13,573574a4-ed67-4c21-89ef-5e7fa8d118d0,842
3327.44,2019-02-12 14:50:40,201beea9-5d7d-4f87-b3a6-8a63bb8a9792,294
0,2019-12-28 20:45:25,96fa3702-9920-44dd-9f42-fda1b0eb2d7c,624
1707.17,2019-08-26 08:13:38,53a5c864-a43e-4fe2-8fea-5a91b9f90de1,937
0,2019-07-10 09:24:28,f5648cad-7ae2-464f-bdf2-47b873d87abc,266
0,2020-02-09 00:00:25,f90ac945-31b4-4a5a-b39f-a1b30e3b7dc8,395
0,2019-04-08 23:01:30,e2b86923-ba23-44dd-a042-90d6387f05a9,238
1555.12,2020-01-11 14:55:18,d3eccba2-cadd-4d9b-a682-8499e4a37688,674
0,2019-10-29 03:28:10,1166e707-0e5e-4328-9d2d-16db9f8bd26d,576
0,2020-02-25 20:10:32,006d04b6-b226-405f-b3d0-f5ae95ec40c5,360
162.47,2020-02-19 07:30:53,b26cf6d0-f9b1-4d1f-b478-7688e429fa0b,534
398.5,2019-09-14 23:52:36,4dff56ff-adec-45d4-a02d-ffaab46f3a94,174
4113.8,2020-01-18 16:32:47,9149bff5-6e9d-4c19-acef-4699ce7852e4,407
0,2019-09-05 18:11:13,7ab5d6f5-8050-4a5e-be85-faf7556489e6,229
0,2019-09-23 14:00:07,8ea8c7fc-1578-4eef-aa85-ae71f9c678e5,456
562.24,2019-01-24 05:23:38,ef497d20-6490-48f5-8f16-a9b37b6d7ced,614
0,2020-03-03 09:43:17,2f7f77d7-c389-470a-82f1-6586a78c6157,975
2533.98,2019-04-16 08:46:40,0620cbe8-4c37-4acc-84e3-3b097a7b34d4,101
1781.4,2019-12-22 08:43:07,dd7641db-030b-470e-938a-1b09b6b5c4f7,149
0,2020-01-31 16:34:24,f29999b9-00bb-4ed0-91d3-beea484c9b66,98
0,2019-01-04 05:31:31,b1f83bf7-9765-4b95-b6ba-c8824db5a1be,745
1549.57,2019-09-05 03:14:42,ecc3bdce-ec92-4a9a-be73-d1844f51f08b,420
0,2019-01-26 11:53:16,41a0c105-d69a-44d3-a765-9f48ff50c543,826
142.83,2019-08-22 13:32:33,c847a789-e0ea-4bea-9ced-f2541d5d4a16,80
0,2019-09-15 14:03:13,f9b477c3-8166-446e-84a8-ee2453024f40,66
2099.75,2020-01-30 20:35:44,7a9fce09-4648-4872-8b85-84b381ad6305,769
0,2019-01-07 07:26:03,b123739b-6c74-450a-9817-e7ff080dc2fe,810
721.55,2019-03-17 23:36:23,d21fdbe5-4d84-4afc-95a1-e48ef3a34c7d,675
0,2019-11-26 23:20:45,f37127ef-1b19-41fa-b742-eb884fdafdcc,675
597.2,2019-12-12 13:26:17,d90f3418-67b6-41b4-b97a-39df9c06054f,224
0,2019-07-17 15:15:50,62d08d3e-ab8d-45cd-9c01-2f6586ccd532,427
1022.92,2019-11-30 20:08:46,f18b11ed-af2e-4581-a3a2-435e0222e5b6,641
142.83,2019-09-07 09:31:11,a453bb8b-1289-40aa-8aa1-3adc8f91956d,816
676.45,2019-06-16 02:37:44,8177a3f1-09f4-4c96-a234-abb79c75f5af,873
0,2019-03-19 01:55:56,76756a0c-0312-4821-8994-853538afcb02,198
809.46,2019-09-02 15:22:54,f3f448fc-6ea2-4c49-a904-71675b527658,260
0,2019-12-30 08:06:44,f57861ce-2c89-4f62-ab56-6fac053f9308,154
0,2019-03-26 17:17:25,08cb566e-6404-4b22-9ba8-86c37d398616,797
1685.67,2019-09-13 13:13:18,c0a8f45a-c724-4354-a0f7-27900e1a755f,564
552.16,2020-02-08 12:42:20,7d812446-6a53-41e5-b0df-af8bf6a9849e,893
3673.19,2019-03-23 12:59:39,10d4ac8e-b727-4210-b754-01bc345089a5,324
2236.79,2019-01-23 17:42:59,bc71ede1-de4c-46e6-9b7e-5c9ea2dd48cb,488
1577.29,2019-10-01 12:06:20,d0c19ad0-73e7-43a5-9679-caccb7688b7d,60
2002.49,2020-01-29 13:49:22,98b7e1c3-a734-4f22-b4cb-cfa6eac4d3fa,824
0,2019-09-29 06:39:43,21d76b2e-0f99-4196-b7b1-ecf7fff27b22,770
0,2019-11-19 01:18:13,a63429d1-4886-4889-b4fa-cafa8231626e,511
1130.01,2019-08-09 11:59:57,4861e67b-cea8-4b3a-91e9-a28197775e9a,789
0,2019-09-21 10:06:26,26016a90-1105-47ac-a9cb-eedea37da02d,957
1039.5,2020-01-08 09:57:07,ebdc7077-f3b8-4cd2-8dba-ca3d42913b38,291
0,2019-12-25 03:10:09,06bf99a0-622c-4943-a842-49ee37e5f3c7,574
0,2019-02-04 05:22:47,1ea043dd-3158-43bf-b82d-77b73300d88b,75
0,2019-03-03 16:12:01,ad76cbd4-b10b-4182-8ec9-ce89365b1edf,920
0,2019-12-28 13:45:38,64398978-a77c-4cd2-9998-83649d4d3bc9,667
1727.95,2019-01-01 23:25:44,8ea8c7fc-1578-4eef-aa85-ae71f9c678e5,505
0,2019-05-19 09:54:21,ad5300ea-75f0-49b3-8bae-d18e66674544,201
1237.56,2019-08-23 12:49:32,7827ed2d-876d-4df3-9890-b3b7991c3d1e,703
0,2019-05-17 00:12:17,1d54b1ac-a6b2-4f18-ac24-222a65595880,380
3626.43,2019-03-21 07:09:12,77f17ccb-91c4-427f-97d2-ad6d4b9a1bd5,526
0,2019-10-16 13:37:54,283ee3a5-1230-4349-b36e-fd0222e94b49,541
264.78,2019-03-07 06:47:13,9ad3a544-dcfa-454a-83ec-2ca90904df0e,49
0,2019-06-11 21:24:15,e5e9ae45-f849-48c2-a1f5-ebf0f7c1e427,224
470.2,2020-02-01 02:34:04,471496ca-33a5-41bd-ac83-ce6a97c541ec,458
0,2019-03-23 05:33:30,c37c5f18-61fb-4637-a515-9b3c4edef011,69
2063.7,2019-09-13 05:57:20,df1f9731-16a1-4f90-9b60-751a77d911c0,113
810.41,2019-05-23 03:13:26,b7fa5f35-6fd9-4ecc-aed9-b24f10ca755d,30
0,2019-05-28 16:30:41,7deee93d-c41c-48ef-9bc6-9bd1c046c2d1,539
200.09,2019-10-08 07:41:40,910245ad-8f45-4f88-8903-a83d649c1c4d,816
2981.5,2019-12-06 17:08:53,99060db7-0b76-4c22-a019-3793bf34ecd8,810
0,2019-05-26 01:39:41,46c74713-9a23-4730-8ca6-176018eea605,517
0,2019-11-19 00:03:40,f9eadae1-35e3-4859-84e8-1935a09aae6a,666
1798.52,2019-06-21 10:49:17,aa35ce7c-f980-4b98-b879-e08562b31b48,474
635.86,2019-06-03 21:46:50,c1defdfe-15de-4456-95b8-bb2db11fb4d2,616
1017.21,2019-04-05 16:11:46,3ea55ff5-63cb-4532-a6df-fc24a562675e,104
0,2019-09-22 21:57:25,d9e0a7b3-0e4a-4426-8b3e-8f5eb427c6c3,688
0,2019-01-02 04:27:42,e14c3a85-ceb9-45e1-843a-bf00e1e89bbd,79
0,2019-07-28 18:11:40,af3d8d0c-9247-4b0a-8cf3-ab478421c1a2,897
2362.45,2019-01-05 19:34:39,6386427e-45f2-4903-b058-703e91026011,573
0,2019-04-28 04:25:35,0e1aa735-0344-4308-9ec6-44bb9dc7a8c6,572
2668.02,2020-03-11 08:01:57,b3f07fa9-39ee-4c6a-8441-d11266d7f5aa,470
999.92,2019-04-03 01:20:47,11d1156f-c969-429c-abf7-ab700b14e43b,502
0,2019-09-13 02:06:52,efb3bf1f-5a38-4f15-912c-2948cd25e7d1,706
0,2019-03-09 17:14:08,c7133cd0-27f9-4fd5-8c37-cb86b6aebd68,591
317.57,2019-08-17 15:09:08,2939ba70-fd09-4ed2-bf46-afa4f315322c,973
3909.0,2019-03-12 12:13:00,4c5fa1e3-e0a3-48db-afba-5c38f1e4a898,782
2236.79,2019-01-31 10:58:20,a59c36dd-7abc-46b2-a9c6-47071f5d1534,581
398.5,2019-04-27 06:20:36,e661e18d-1aac-4a2f-b59b-e8825e76b2d9,426
0,2019-05-31 04:24:21,910245ad-8f45-4f88-8903-a83d649c1c4d,316
2862.67,2019-10-03 07:41:09,db524b84-0784-4514-ab54-51340a3951fe,108
0,2019-05-06 00:52:25,c5df109f-f332-4058-be24-10f7be27e2c7,661
287.28,2020-02-12 11:09:30,88815b45-11f3-4e34-97ad-64c8aad74055,84
4804.25,2019-01-31 16:54:20,201beea9-5d7d-4f87-b3a6-8a63bb8a9792,145
0,2019-08-15 18:40:15,c0a8f45a-c724-4354-a0f7-27900e1a755f,735
709.25,2019-07-13 03:36:37,81cc02b3-0a79-4e7c-9184-a764aef9eea7,924
0,2019-02-20 01:13:30,b0f418cb-add3-48cc-be14-38bf01de8332,118
14.05,2019-11-01 08:17:31,2111a2cd-62a5-436c-a288-b13172ef30df,625
0,2019-06-11 08:14:11,8c7076f2-642e-43b9-b34c-3f5138f48164,155
1798.52,2019-08-29 03:41:52,f18b11ed-af2e-4581-a3a2-435e0222e5b6,392
0,2019-08-22 00:41:37,95bb12cc-59c7-436f-aa3c-006222fa2616,940
1137.19,2019-03-03 01:23:08,3602c453-529c-403e-99e4-0b70b9600554,191
2794.72,2020-01-11 18:44:26,7ce38d21-05a9-491c-833b-08e0381702cc,424
264.81,2019-03-29 13:24:05,a4bd70af-069e-463b-8ac5-e97734e04116,853
0,2019-01-20 04:26:24,366c1187-ca9d-457e-a0a5-bc12acbf2ea2,119
4195.87,2019-10-06 05:30:59,aadbf21c-b2f1-441a-be92-e4bdabe3d7c9,537
287.28,2019-05-19 13:43:39,bee752b5-f608-4e33-926d-c93396732add,106
1677.33,2019-12-20 08:49:15,6a9e7e52-84ad-4144-8474-a0338dac5b26,493
1505.8,2019-05-26 20:58:48,a60565df-e69d-4120-8708-ab53d4e921d8,936
4126.95,2019-11-14 03:48:13,16e8ca62-8bd4-4666-89b6-6c20e691a404,50
0,2020-02-19 05:09:13,c7ea925d-4709-439a-bc55-b2ab9e9c8247,48
597.64,2019-02-03 14:00:44,e7ab0244-20a2-473a-b71f-7457a9be6ba1,521
0,2019-12-24 16:50:34,8c7a6927-6712-4982-ae01-558affc870b0,114
0,2020-01-24 12:58:46,f8ea51ce-4177-48c5-b6d0-464674a034e9,808
0,2020-01-10 01:42:27,6cb1d0af-dbc4-40df-b2b4-56099f0acf5f,494
0,2019-07-08 18:54:11,463abd5d-fb71-4b90-9a57-60007a5e2944,967
0,2019-10-05 06:58:54,f404b9ac-8e8e-4933-b40a-fe30f35770f6,247
0,2019-04-09 20:03:34,1a77257b-44dd-4758-8ef4-827ebf96b87b,654
0,2019-04-05 13:42:39,41a0c105-d69a-44d3-a765-9f48ff50c543,793
2959.63,2019-08-18 14:12:27,2b1fc883-36c2-48fd-a276-6db6a2ced18c,975
0,2019-07-11 01:17:15,816718a1-6584-4e4d-aca4-8c806f7f017a,963
193.7,2019-11-26 06:13:06,61112209-88c3-49be-882f-6835ce5f42dd,216
738.69,2019-02-21 03:25:07,10d4ac8e-b727-4210-b754-01bc345089a5,589
0,2019-01-02 03:32:50,bedeac8d-3240-42c0-b791-1be642f6e07f,575
257.92,2019-12-14 00:36:43,f050c2af-bcdc-44eb-93f2-1226944e9816,637
422.6,2019-11-22 11:36:02,52c2bae7-5dbc-4faf-9e26-0db10c4b21de,338
0,2019-07-11 05:43:22,b4ff774f-dc8d-4475-91c4-f4da9da16299,904
0,2019-11-26 10:06:45,e14c3a85-ceb9-45e1-843a-bf00e1e89bbd,685
3849.02,2019-12-23 17:05:56,fe9ef6c1-f1ed-4f6c-8246-2deb610d1b87,203
0,2019-03-06 08:09:51,9b96bdef-da3e-4c5e-a62a-4faafd65fe15,337
3744.63,2020-02-06 17:27:59,3a62e301-f5a8-4c60-a8eb-df79c241a44d,311
0,2019-02-14 05:28:03,5d862301-6376-45f8-aba1-b9b700967aef,814
4000.72,2019-05-20 19:27:44,84c19842-5c0e-4f9f-9e4f-5344f8a0fb14,507
0,2019-09-09 20:38:20,b7ae6465-a37e-436e-a886-23c19ab2656d,975
0,2019-07-29 17:48:35,d21fdbe5-4d84-4afc-95a1-e48ef3a34c7d,748
418.14,2019-05-28 10:23:30,d1160017-052d-45a6-89d3-75140e7da639,4
0,2019-08-11 18:03:30,e501d341-2a63-4d09-a408-24b01ebd83f4,211
0,2019-01-04 14:39:07,1fa6eec4-be17-4082-b75e-f34699f49f6b,116
3653.21,2019-06-05 17:28:38,553a39b3-4408-4e29-baef-c348db645639,706
0,2019-01-31 10:46:37,c1b570c0-d1c9-4c75-aba8-0b415dfecfb3,989
1022.92,2019-03-23 03:18:57,d527d6a7-e3f3-49f6-889a-09e583ecd079,512
0,2020-03-07 14:36:50,1c9c9d2d-d3c7-4b52-a359-7877ea3f7562,814
3620.08,2019-12-28 09:00:07,438289d4-f07c-4eca-ae1b-f8d875e60922,260
1549.57,2019-04-17 18:22:26,dae6552e-c097-436c-bb4c-9fbeada6273e,463
2807.77,2019-05-29 00:28:25,1af672ee-ca91-4708-b6c6-223afcc9be23,963
0,2019-12-02 02:42:10,0e1aa735-0344-4308-9ec6-44bb9dc7a8c6,234
0,2019-05-30 09:16:00,bc9c3a4c-099d-4e7c-b72a-f69790721072,814
75.07,2019-11-16 04:49:10,7300b4ea-3927-4cda-b350-7476b3eb68f4,587
2987.18,2019-04-03 11:12:02,cb311bfb-35ab-4f28-b9f1-c5e7c49de22e,230
0,2019-10-14 09:10:36,445bb28c-d6d0-4898-9788-a320bdb1f551,329
2574.77,2019-03-28 22:20:17,0b003303-84b6-417d-9ada-10fbfa430dc2,599
985.79,2020-01-07 12:31:14,ab4db502-e55c-41ff-b60a-7799c3dbd9be,132
1815.88,2019-01-17 07:57:23,bfcd668e-d612-4fdb-b472-b7b1c46b9c69,935
1267.06,2020-01-22 08:29:20,e7b1029b-3a8f-40f0-8fa1-38998b711e27,324
0,2019-09-29 04:26:49,27f072a9-04f6-4ad1-8bde-a275335e18f5,735
0,2019-03-01 22:43:21,4fd2df7b-08aa-4b93-b810-2830500b9105,287
0,2019-11-26 21:03:05,652ea277-7a75-4410-bde2-6ce9be573ced,228
91.84,2019-09-25 21:44:24,432840b5-aa62-4f06-851d-6a7019c3fe6d,838
338.51,2019-05-26 13:27:02,de7cd45c-6aac-4a83-829a-6215e137fed5,760
3222.82,2019-03-08 11:35:34,27baa047-6e78-44e4-9295-55bbbc044f52,285
913.85,2019-11-16 20:21:00,d90f3418-67b6-41b4-b97a-39df9c06054f,533
1295.44,2019-12-30 11:06:55,9922f09e-c0e5-4c4e-b0f8-6b8966f372c7,815
1430.29,2019-02-03 13:13:44,ba8c9d97-1fb0-4bd3-9b5b-19aca8559ce0,838
0,2019-03-24 12:02:18,b17a97ac-b17a-4dcf-b7e6-65b1c793c064,342
1955.09,2019-06-16 06:57:12,e1a44a02-4574-4358-83ba-3ab4ae8acf9d,451
250.54,2019-07-17 21:31:02,a8afeeef-811e-447b-a99e-845b71b4fc08,562
0,2019-12-07 01:38:17,7838be22-65fd-46fc-b243-78779a4e425f,903
1999.33,2019-07-11 15:10:51,11768aec-9a39-4608-99b9-5bc29d186579,54
326.49,2019-06-23 01:34:59,458cf7ff-2430-40a6-8fb7-f07884355632,353
534.02,2020-01-01 12:58:41,cd4aa321-999c-447d-b511-d05bb51633d7,705
3327.44,2019-10-22 12:33:10,f1085dde-ce9b-4dc8-9337-1f33fc74718e,852
810.41,2019-03-16 21:58:18,90e0731f-7e50-4b18-b324-7374b6fdee22,795
2606.6,2019-03-10 13:23:29,790b4b4a-061c-4fdf-8369-2498d331a499,181
250.02,2019-04-11 15:02:53,a8afeeef-811e-447b-a99e-845b71b4fc08,167
0,2020-01-20 06:53:09,8e24c455-c3b7-4a04-a58d-ec24d7248826,886
