Id,InvoiceNumber,CreationDate,DateSent,TotalPrice,PayedAmount,IsPayed,DatePayed,CustomerId
3462b164-4cda-435d-977a-287c7a279832,15,2019-05-10 06:58:13,2020-02-05 19:18:11,847.62,847.62,1,2019-08-01 06:59:25,{57A947BB-B04E-4C5C-934E-76E3079A8407}
ce27d779-56cb-4af4-97c4-7327f8afe161,16,2011-01-10 11:26:02,2019-05-07 22:58:10,1299.15,132.11,0,"",{969569C0-8D54-4FD1-BF0E-F6E7F66F6374}
2df83b8c-989c-42ee-a55b-de7e751be264,17,2013-09-14 15:38:29,2020-01-10 17:53:28,1943.23,355.41,0,"",{892AB6E3-F998-4F82-8D43-2C4F7EA75363}
98c578d7-1dec-46b3-9134-94ecd8ffbe95,18,2019-05-27 12:01:43,2019-08-21 23:25:26,3454.21,2609.89,0,"",{661F47B2-F591-4034-A0D2-001B66B2BA07}
9d6a1f43-3e83-440a-aaf2-1cccf38276ef,19,2016-04-24 05:21:51,2019-06-17 00:41:59,2891.65,2366.63,0,"",{70710EC8-49B7-4428-BE99-1607E2DB7D75}
2109e2fe-0b35-4fba-9b83-8ce9f25d59d1,20,2019-01-23 05:43:58,2020-02-26 13:18:30,3864.96,2073.22,0,"",{4AC8AA7A-913A-4729-9281-06F7F52F9B45}
6df57970-687e-4ef2-954d-a5e134176834,21,2020-01-22 14:03:15,2019-09-04 18:14:15,1153.34,1153.34,1,2019-10-31 08:34:33,{615FACEC-9D04-41B7-9F40-DEE0FA40A865}
42ab225c-e9ec-40cf-abc1-8502b46edb1d,22,2012-04-20 08:50:33,2019-05-01 19:12:38,2877.32,2877.32,1,2020-01-27 03:21:42,{5604B5F2-208B-4AB3-874B-05DC0EC40DFF}
76b2f411-a0e7-4776-96b0-2a343f591dec,23,2013-11-16 17:53:35,2019-10-13 21:52:30,4077.11,168.07,0,"",{49B9A282-3FC1-41F2-8C20-0FC8631B31F5}
714f627b-6b0e-4035-a343-77af11c53fd4,24,2013-07-31 21:19:39,2019-07-19 09:53:53,4124.67,3457.09,0,"",{691AA302-1E53-4FD5-A15A-F300307F3074}
c69b6e46-509a-47ee-aab3-ca061679eb7c,25,2018-11-23 16:31:36,2019-10-15 22:25:44,3143.25,1623.47,0,"",{2C6EC20D-DAE3-4B0E-B859-172AD8AFD065}
147e324e-644d-4f4e-a0d8-e7873de974a7,26,2016-10-15 06:47:00,2019-10-13 18:01:37,3204.59,2400.26,0,"",{F071183D-D939-4609-B15A-AE97A8452A4C}
dd215fc8-8b9e-4436-bde5-450018b7d88c,27,2016-08-25 20:54:27,2020-02-07 16:22:43,2201.01,1523.77,0,"",{1A809939-D58A-449C-98F0-72519C4237AD}
d768bb60-7e96-4c4a-96e6-d39cc9240631,28,2015-08-20 00:21:36,2020-02-10 04:47:16,526.21,526.21,1,2019-09-06 22:28:55,{B927DC09-9D73-42B8-8034-807CCBC649C5}
ab684d4a-ad93-45f9-8bde-2d9817f27307,29,2012-11-21 03:28:15,2020-03-03 08:44:13,1726.84,1726.84,1,2020-01-09 14:23:03,{9B1CE1E1-2414-4939-B9D9-9F7BD02F7277}
c4ca6445-4bae-4367-8316-9a4956f82d15,30,2014-06-27 04:39:32,2019-07-07 14:09:43,3057.89,3057.89,1,2019-04-26 00:54:48,{1F3A5A3B-6DD7-43DB-9E05-68C448256446}
b223e38d-8bc6-489a-992d-d54c51960461,31,2014-06-03 03:24:04,2019-08-02 09:01:44,1614.9,1614.9,1,2019-11-19 11:47:19,{CDE708BA-E30F-457A-A28B-9E86880B0954}
67f575ce-8980-45db-a544-adf25d8d6d0c,32,2015-06-17 04:36:59,2019-12-16 11:03:16,192.42,192.42,1,2020-02-07 03:41:29,{C360B23B-A38A-450C-B472-C10FF5A738B8}
0e8be21a-b9fd-465b-98f1-84e7c253e5e9,33,2019-04-15 04:21:16,2020-01-30 11:17:55,1683.84,1683.84,1,2020-02-20 13:15:44,{E6E9AE28-2DBF-4F05-A0DF-B2AA08F13ABD}
335fcd86-6685-4dde-b1c8-7799fb51c777,34,2014-01-27 11:01:52,2019-08-19 03:04:36,1589.56,981.03,0,"",{A1B66005-8ACD-4056-B00A-0A81C96EC754}
253108bb-b2ea-4f5c-8825-b9187826d10e,35,2017-04-26 06:03:45,2019-08-06 12:35:44,3566.19,1820.77,0,"",{1180E852-BB08-4F2C-89AC-19D2EF385132}
ec14f38a-e4d2-4469-912e-f07c1dfa63f7,36,2012-09-25 09:25:59,2019-12-20 14:27:33,1719.21,523.85,0,"",{3ED607FB-559C-4C5B-A3BA-FE1A18D62B2A}
b389f4d2-a92a-4c2f-967f-0b407a942550,37,2016-01-16 06:42:16,2019-11-27 15:15:58,1190.63,1190.63,1,2019-07-03 17:22:47,{7FC0202C-A28C-491E-A300-5A34BD88B31C}
76a98215-baec-4657-8d1c-a229c5ae3b77,38,2010-07-26 23:29:02,2019-06-12 21:23:56,200.68,200.68,1,2019-06-21 02:16:33,{23FA9D8A-FA43-4149-A2BD-6A15B27763F6}
d51a6ca9-545e-48b1-8978-37604aa803b2,39,2013-02-11 15:21:07,2019-06-17 14:52:31,1761.38,1761.38,1,2019-08-31 04:53:25,{9C5D0DCD-A173-486F-BAB6-9A5594FF1B92}
be79e6b4-0da5-4d15-97d5-0136d4888707,40,2012-09-18 03:16:24,2019-12-23 12:51:35,4334.73,2601.38,0,"",{65A4D475-198F-40AB-A78E-00539EDD4C2E}
c71a03ee-702a-4eb3-a0d5-f933566b8eb3,41,2017-07-03 14:49:33,2019-10-31 16:38:57,1058.79,1058.79,1,2019-12-04 02:16:17,{24DB96C4-90A0-44A4-94CF-A6E20395C1A7}
9edebf4b-89c1-4d91-a25d-7f3d6669ea1c,42,2018-07-24 23:13:58,2019-03-26 13:05:10,990.83,990.83,1,2019-05-30 06:14:17,{9562F0C5-0425-4A7A-98D0-AEB70CB5EEF9}
8f2cffa1-a5c8-419f-b0ed-00e0e0d0f28e,43,2010-07-03 07:11:28,2019-12-19 14:24:08,1183.47,1183.47,1,2019-07-02 17:03:24,{ACF9FD52-75F3-4468-95B9-E49A2B455867}
596b6ccf-9a1d-4ca0-bc45-86c1f1c392b6,44,2014-07-21 21:40:39,2019-11-15 18:39:31,1813.64,1813.64,1,2020-02-09 18:42:16,{29579284-FBA9-4B61-A85F-27955DB31038}
ce1dbdd3-7638-43b6-a4b7-33a2173d129f,45,2015-02-06 06:59:02,2019-04-17 14:14:48,369.41,369.41,1,2019-10-04 17:41:18,{081DC8BA-1514-4AD0-982E-41033BFFEE71}
cf9e9899-cb2b-4a8c-8c48-0c0fd8f706fc,46,2019-10-01 14:35:19,2020-01-27 13:38:33,3431.33,1347.23,0,"",{283798D4-71D6-4D88-83F8-A90CE126589B}
2e8eb634-150c-4c0a-afd3-51b30dd9580b,47,2017-09-28 14:37:15,2019-12-04 16:37:48,2588.55,2588.55,1,2020-01-13 01:50:06,{719E00E0-AF2E-43D6-8337-7B514400FF59}
b9297da2-d736-4cad-895f-db40f6f164f9,48,2017-11-04 01:52:56,2019-05-12 13:15:31,4341.97,13.53,0,"",{411C9EFA-0BEB-4CAD-A2D9-B08C8BAC575B}
8b446009-b57e-4588-8116-1b65ceaaf7b0,49,2013-03-14 09:21:23,2020-02-17 23:06:50,1301.35,1301.35,1,2019-08-13 18:24:38,{EC7C5073-7B4D-4DF9-86D6-F292A01BDE20}
dc6e71c6-6424-4da1-bb7c-7360641b2979,50,2011-09-05 03:18:48,2020-02-27 14:32:04,599.77,104.62,0,"",{9562F0C5-0425-4A7A-98D0-AEB70CB5EEF9}
2335e93f-990e-4582-8b6a-ddd7079577b9,51,2014-09-22 10:50:31,2020-03-02 06:48:45,1738.07,1738.07,1,2019-06-15 12:08:29,{B4512F96-4A6E-4547-AE6B-293EEFEC266B}
ed04b683-2601-4d60-bb21-c7b5c5cccbf7,52,2017-04-12 11:10:04,2019-06-17 07:40:56,911.4,911.4,1,2019-07-13 04:50:22,{29579284-FBA9-4B61-A85F-27955DB31038}
a4611280-0da3-413b-9c6d-1461662d7322,53,2015-01-30 05:31:32,2020-01-19 21:36:19,3009.05,239.81,0,"",{44687FB6-55CC-4D92-AE24-E4EB7D9CDC0E}
d4126c13-85e5-419d-adb4-88f6ad96ada0,54,2010-09-11 21:32:44,2019-08-14 06:28:11,4743.42,1517.11,0,"",{099AF05D-B30A-4535-AD97-F4BD59BB5E69}
a2ff6102-9ad2-493b-b1f9-3e1a0baf68e1,55,2014-12-25 00:46:09,2020-01-30 15:23:18,1097.06,456.4,0,"",{92AEA84E-DF22-40A9-990A-2CD6DC733AB5}
91726db5-459d-4dbd-a657-fec064ec266a,56,2015-07-05 11:24:55,2019-08-12 11:39:50,878.27,878.27,1,2020-02-13 08:30:37,{425533F9-6F43-4821-A9F5-0C59FDADB2DD}
8d851b38-751c-4663-8de2-6eabcb2800b4,57,2010-11-14 10:22:41,2019-06-29 13:09:53,4426.54,2952.22,0,"",{33038466-0497-41FB-8C12-F54458319FC2}
d46540ca-f983-4901-87df-a9e2ed0319d4,58,2016-06-10 20:43:59,2019-11-27 04:23:57,4042.75,495.87,0,"",{A5197872-AD43-4290-9C8E-A85CB9F2E005}
76d2351b-8268-4d08-8e15-104c32c006e7,59,2011-06-01 16:41:20,2019-09-06 22:15:59,2342.46,2342.46,1,2019-04-26 00:24:11,{D2F6986B-BFFD-45B8-ABAD-AD32833AB42C}
0cb8fe12-3797-4deb-8423-656cfac3a525,60,2019-08-09 00:28:18,2019-04-20 13:25:04,4983.63,900.04,0,"",{B435D84B-266B-4D6F-BFEE-09076E9F9ADC}
70988e27-0f29-4014-927c-2d545a3d37cb,61,2015-01-26 09:40:12,2019-05-25 05:54:38,3466.26,2800.33,0,"",{121BC627-0C9A-4A8B-8793-707597C2BC80}
0338176b-bf91-4266-b6d1-d7889709ab72,62,2019-05-15 09:38:22,2019-04-15 02:52:44,2717.18,2717.18,1,2019-06-19 16:41:03,{ACF9FD52-75F3-4468-95B9-E49A2B455867}
bbf0806d-599d-4f09-922b-7e53bf309989,63,2011-12-28 20:04:34,2019-03-31 17:04:10,1647.61,1647.61,1,2019-09-14 03:11:29,{5FF526ED-8644-42C6-943B-CACE885ECC3C}
db5b137c-58ff-43b9-ae50-d9476b7257ad,64,2011-11-10 09:23:09,2019-06-02 04:36:00,4432.47,644.57,0,"",{263FB6BB-641D-42A8-9D9D-F0918D19D112}
d9b07ecf-0364-46f4-98c1-5bf216388002,65,2017-04-03 11:49:39,2019-08-19 22:47:36,416.33,416.33,1,2019-05-31 23:19:31,{5B06B6F5-A6BC-4AB8-8A17-A050C2BD1BA8}
bcab3e72-12c3-48c4-9429-bd373da7a9e4,66,2012-10-23 03:52:34,2019-08-29 12:18:35,384.88,384.88,1,2019-05-13 01:25:05,{6A3B6740-79DD-4A3B-A0A1-89F3DDE0B139}
22f0545f-ce66-4c59-a3ba-0e25af08bb91,67,2014-03-14 06:17:21,2019-11-21 23:13:49,1577.52,1577.52,1,2019-11-19 06:44:06,{52C3C2B9-930C-46E9-AB2A-408610D213CF}
822c5723-796b-4982-adb5-98f01f1d1d8b,68,2018-03-20 09:34:54,2019-10-11 18:30:14,4673.08,31.37,0,"",{52FD6BEC-1EB5-4A6B-B443-D9A1E30FB48B}
30bd4cd3-5aff-4f12-8aaa-d4aeae1d7afd,69,2016-04-08 23:26:41,2019-03-15 10:40:39,2790.13,1986.76,0,"",{E1276F80-AE68-4065-B2DE-82A8A949B191}
ffcea784-c50b-4fff-aaf7-1c2b2c21647b,70,2012-09-15 13:10:00,2019-12-31 08:01:39,4191.53,1577.43,0,"",{DBFB13C4-7035-4D60-9F4A-996BE133FBF1}
14bc3ddd-f104-422c-9132-4d0fbf400904,71,2017-06-16 15:58:38,2019-05-23 20:10:35,1731.28,163.66,0,"",{FD84A36A-5FF5-42A5-87ED-D337B5810B2A}
10203c3e-1da6-45ac-b8ba-f4af87878708,72,2013-10-20 14:18:05,2019-08-26 21:55:33,3375.06,3375.06,1,2020-01-13 07:38:26,{6D0561FE-1144-4B09-B402-12D690FCCB23}
a896c5cb-c965-4bad-acdf-53b490eb902f,73,2011-08-10 15:19:15,2020-02-29 19:46:06,4374.32,2660.93,0,"",{20C1C896-E921-4C8B-BC48-2049EFEED9A6}
b29c7a49-8eef-4c5a-8007-433d072dfcda,74,2018-10-13 12:56:31,2019-09-27 22:51:42,3185.03,750.41,0,"",{B370D594-D5D8-4594-850A-240B8B5CF60F}
3a435530-b662-46a7-8041-9fca0f129f63,75,2014-11-09 14:19:54,2020-01-31 02:10:51,323.7,323.7,1,2020-02-05 00:05:34,{6B17F9FC-91CA-45E9-999E-1C39E48EE10F}
5e2e8d8b-8338-44d5-b012-53be270e609a,76,2010-01-22 08:21:43,2019-05-30 22:46:01,1552.97,337.76,0,"",{FA0C09AE-DE93-4A58-AA82-C301F78792E4}
a04c4448-6f31-4993-a7dd-1e05c6968a36,77,2014-08-28 21:53:25,2019-06-29 03:06:38,3081.75,2110.02,0,"",{B5139F8A-903F-4FAA-864A-684CFFECDC2F}
f20c088c-d945-408f-870c-40486da81213,78,2020-01-31 12:55:46,2019-11-27 04:23:20,3284.65,2251.05,0,"",{2E8E2A07-C8D7-47A8-A02D-8CC1D560FCB4}
3691b1a0-930c-43fe-93b5-640daaf9760e,79,2015-10-29 09:22:16,2019-06-29 07:03:48,3919.21,2807.53,0,"",{015E9CA7-CE33-4573-A1D9-77608536F7D8}
4aa3f6ad-60a0-4222-96a6-53b27cd5bbd5,80,2018-10-26 20:20:12,2019-04-26 02:36:50,590.32,590.32,1,2019-10-19 04:01:36,{9B4BB426-3EE7-4033-97C6-CBA8E82C770E}
61be2f0a-073e-46c6-b643-4d309517c519,81,2020-01-10 10:19:39,2019-12-13 10:06:05,3442.17,187.16,0,"",{CD08F4F3-CE64-41ED-9CB6-BD606680B3F5}
8e291f1b-c789-4f1d-864f-b0075f95b480,82,2018-10-30 02:59:08,2019-07-22 15:17:55,3158.04,11.64,0,"",{B0B3103B-9C66-40F7-973C-31C1B29C1F26}
de3e6927-d72b-475d-8f05-51f87ad4d130,83,2020-01-06 13:36:25,2019-10-15 12:20:05,214.79,133.77,0,"",{6B158925-F0AC-4DC6-B1B6-F5A501EB516E}
99910e52-ac57-47fc-be08-ec70162913ae,84,2014-04-17 08:53:52,2019-09-24 19:34:43,2054.45,1133.95,0,"",{24DB96C4-90A0-44A4-94CF-A6E20395C1A7}
c6ba24c3-665f-49aa-a04f-7ceeca240ce9,85,2010-09-21 13:18:52,2019-03-30 14:28:52,2771.13,2741.37,0,"",{BAC283B0-48F9-4975-BB97-8573531C3EEC}
3ec05ad0-5e68-4cd3-9f53-2b528b5fda3a,86,2011-10-16 19:50:06,2019-11-08 20:51:26,4787.03,414.95,0,"",{0CBD47F8-538C-48C3-A933-A95D4C757CC6}
becff301-252e-4138-9569-498011c2abd3,87,2018-09-11 20:46:52,2020-01-24 22:05:28,3133.31,2187.88,0,"",{511220BA-CD0D-4184-A11C-5EB1D1F2D6A2}
485f5749-59d5-49ee-a7d7-f8d45efff10a,88,2012-06-20 08:13:09,2019-05-28 21:56:15,4075.9,105.95,0,"",{702259CA-B017-41C3-AB54-6C2CDF86F949}
ea274eee-31e1-44df-ade2-a039ba0da2c2,89,2016-11-18 22:37:39,2019-06-12 23:23:29,3493.96,1570.81,0,"",{CFE985C1-078C-4701-8AEE-C6B003BD11CD}
6b08c035-46b1-4360-8f8d-db90720b29ba,90,2011-05-09 11:12:59,2019-08-15 23:11:51,1583.2,814.15,0,"",{D7CA233F-BE5A-490E-8482-E60C38CEC852}
9979aca5-268f-41cf-867f-9f2638fe239d,91,2016-04-19 05:27:19,2019-05-26 20:35:56,4231.27,4129.43,0,"",{75E2191B-9641-4C02-ADD4-B44037F50803}
43efd3d6-362c-44d0-9569-7b5a9bbac46d,92,2010-02-23 07:24:16,2019-05-02 09:22:39,1134.92,1134.92,1,2019-07-02 03:58:07,{18E33ED4-4E64-48D4-A9B4-48FC01D18D55}
94914d48-2491-4bb0-9c05-de9a005458ca,93,2019-08-06 19:52:14,2019-05-03 04:23:29,965.61,965.61,1,2019-08-03 11:15:53,{3EDE172D-14AF-4A35-AF5C-4D2310C72E07}
680d4276-657f-476b-bc29-c340ace8dc8e,94,2011-06-29 00:04:53,2019-09-19 05:12:38,3668.06,3544.26,0,"",{56A88BD1-4D28-40B1-8762-B62B2C6FBF9B}
d5d1394d-c732-4442-aaeb-c630e8760856,95,2020-01-22 16:02:48,2019-11-12 08:49:25,4575.23,3255.77,0,"",{099AF05D-B30A-4535-AD97-F4BD59BB5E69}
44312347-1975-4599-802d-57edccd5896f,96,2014-11-06 23:33:08,2020-02-16 22:49:20,1056.31,1056.31,1,2020-02-13 18:27:27,{3911CCFE-121F-42FE-ABCB-8A6CEBCDB80B}
d3987b84-0e7c-4f82-9899-6757b2cb9ab5,97,2013-11-26 18:26:02,2019-11-17 09:14:53,190.96,190.96,1,2020-01-20 04:33:02,{75E2191B-9641-4C02-ADD4-B44037F50803}
033c4945-178c-4ae0-8303-77158103e718,98,2014-02-09 17:43:23,2019-09-26 22:54:13,4559.65,1184.93,0,"",{58300215-099F-43F4-BF62-675129E2CDE1}
fd9eebf3-5a68-4977-b262-63c9bf803861,99,2015-04-21 08:11:02,2019-04-08 20:25:06,1061.93,1043.34,0,"",{BE828BBE-98C3-4331-8EA0-A63A124C539B}
2a0ee86b-4bec-44b2-aab7-cac36e0e1e11,100,2013-09-12 07:51:28,2020-01-18 10:14:21,789.77,789.77,1,2020-02-02 16:44:50,{B39A7616-6526-4E0D-A7E9-8FCD83E6245D}
6ecb77f6-f1f3-4d12-b094-6b914a9c6bd2,101,2015-08-22 17:41:35,2019-09-17 03:49:40,3818.95,2921.6,0,"",{FBAA392E-9C92-4EDD-BA53-3D54F67DD15A}
b41d5b58-1086-40e9-9766-275c52067acd,102,2018-04-21 17:29:25,2020-01-06 08:19:28,1383.87,1383.87,1,2019-04-05 23:49:48,{CD243D94-FBC1-4B26-B81E-24E1136846D8}
bf9184a8-5e8d-458a-8e7f-7f37503fbb2b,103,2015-10-04 14:37:10,2019-03-15 22:56:35,1425.02,525.24,0,"",{A515886E-8635-4E77-AF37-DB0BE89F60E4}
0483d422-d5bb-4263-97c9-850bcacefb98,104,2010-05-16 10:57:35,2019-05-02 22:27:32,2005.07,2005.07,1,2019-04-03 10:40:17,{B0B3103B-9C66-40F7-973C-31C1B29C1F26}
32475d45-9a8f-431c-bf3d-bd0c6cb53503,105,2012-12-29 14:20:27,2020-02-21 10:40:20,3378.98,3378.98,1,2019-08-02 14:52:38,{99E3C36C-821E-4B9D-B3FF-1E31C01A2920}
3ca56ac4-3c45-4d4c-8443-1c4de03e2827,106,2014-11-17 13:21:07,2019-12-31 00:53:07,2218.19,2218.19,1,2019-10-09 17:05:51,{27BEB555-C8A6-4ACA-B01A-461B868D52E3}
b9d262f2-b609-4cdd-a78d-63b67b90af5b,107,2016-12-30 22:21:16,2019-12-31 00:19:01,3693.0,2503.28,0,"",{F0DE4551-F0BE-4ACB-A710-FB8278059595}
24927e12-d63d-49a9-bb2c-8516f0912bd2,108,2014-06-04 22:25:34,2019-06-13 06:33:02,2142.61,2142.61,1,2019-06-17 03:37:37,{EDD18D36-BF0C-4252-B9FA-08924E59308D}
ef354d34-71f9-42b8-83ba-75cea5fbaa3f,109,2016-02-13 05:42:54,2020-02-11 17:36:44,1003.63,568.21,0,"",{4E5B68BE-C7A5-41B4-944B-879A5BDCEED9}
fcff4af3-9940-4cbf-9fbc-9640e8b48836,110,2015-01-03 22:39:29,2019-04-22 21:50:45,371.38,371.38,1,2019-10-03 07:33:54,{DA2E0BAE-00F4-4735-A92F-B65C9B3EAACA}
1c3aadc1-37b6-49b8-84a2-4ee2763379b8,111,2016-04-18 14:57:36,2019-11-11 02:13:57,1668.84,1668.84,1,2019-04-19 21:45:37,{9B88F0D4-4E93-46D4-8FCD-03AEA0C7BA01}
81986e1d-7e27-4ba1-a046-fecdc774f8e2,112,2012-02-18 09:39:39,2019-06-29 16:14:56,4804.84,2972.14,0,"",{EC7C5073-7B4D-4DF9-86D6-F292A01BDE20}
ea7b59ce-2ab2-4164-b67f-8144f3208cdf,113,2013-01-25 18:26:08,2020-01-19 00:09:21,1034.49,1034.49,1,2019-05-10 12:47:22,{DA2E0BAE-00F4-4735-A92F-B65C9B3EAACA}
253e8384-c25e-4772-aad4-b2da9a35f5dd,114,2012-06-12 00:21:34,2019-08-16 05:20:11,2237.49,2153.88,0,"",{4BB76B8C-A06B-4A10-94B8-43D69E8188BB}
34472f95-2266-4854-b672-de6f34658908,115,2018-02-24 23:44:36,2020-01-17 22:31:26,2211.52,388.15,0,"",{CCEDC934-6EE0-4E38-A9AB-F137583B6A93}
138da5cf-bd27-445b-a971-9d49dc42b542,116,2010-04-16 06:54:49,2019-12-28 21:01:13,4583.36,4583.36,1,2019-11-06 09:41:37,{D0B703DE-E282-4522-A3C1-C95D8B499371}
739911d8-77bd-4e55-9b9f-777d9611aff4,117,2015-05-06 14:19:05,2019-07-05 23:05:02,2701.67,449.93,0,"",{4E5B68BE-C7A5-41B4-944B-879A5BDCEED9}
255907f4-c218-4c22-a79b-6b73818445e8,118,2013-09-07 14:23:58,2019-06-11 06:13:35,1014.83,1014.83,1,2019-03-17 18:09:36,{7204F4D8-E1AA-40D4-A284-A8895E23552E}
c4c78044-cdce-421b-b1b1-94f38783153a,119,2011-01-03 14:06:47,2019-12-06 11:05:34,3127.22,1393.81,0,"",{AF9E0B28-F39C-4167-B709-CC259374ACEF}
ad2bae5d-c037-41d8-b4e3-6a11ab7aef00,120,2019-04-17 19:20:15,2019-07-10 22:08:26,1770.84,1770.84,1,2019-06-28 17:16:03,{2464A59C-6D25-445F-9C6D-F220FAC2B70C}
33abb566-e28c-4dab-a31c-28f90aef3296,121,2019-12-24 13:43:46,2019-06-23 21:47:48,1077.97,1077.97,1,2019-12-18 05:16:22,{FD00840B-BA43-45AA-9DFC-E705BAA91A19}
d68fcd04-d94c-4131-9dff-06f76df395fa,122,2016-04-23 13:06:04,2020-03-03 04:37:34,697.07,697.07,1,2020-02-18 14:42:22,{071B341F-AD82-41E3-BCE3-559AC805376E}
3ee65685-37d8-4df0-af59-7f0b5cdf0680,123,2010-07-22 03:09:36,2019-12-08 20:11:42,1038.62,1038.62,1,2020-01-26 23:15:03,{3E9F981D-C8FD-49E1-874B-4BD1820C9AB9}
41c4df91-600a-4848-8a06-ecf1c65e9f98,124,2016-08-15 05:24:11,2020-02-05 11:33:34,4187.39,3000.8,0,"",{5C12D940-64C1-45F4-9D82-CBB0A2C2B242}
61ca4db0-7cae-4ef7-a3ad-5f7cafae32a7,125,2016-12-13 22:40:10,2019-03-27 15:56:25,3017.74,2848.84,0,"",{20C1C896-E921-4C8B-BC48-2049EFEED9A6}
0878f341-ac34-483e-84fe-da8d4f15a6b4,126,2014-08-06 00:02:01,2020-03-01 11:00:03,478.47,478.47,1,2019-08-19 13:56:09,{E8A2CAB3-1BF5-4A8A-804D-FAC214F632D2}
af57cc83-6223-46a4-8a5a-0a443254ec4c,127,2015-06-16 06:29:45,2019-03-29 23:08:38,1162.95,1162.95,1,2019-04-26 17:12:19,{283CA6B2-311E-4C74-83E6-B7FFCF2E645E}
90815167-5286-4b58-b305-961d84931a87,128,2013-11-14 11:14:49,2020-01-23 17:56:56,307.11,307.11,1,2020-01-19 20:24:07,{084BC61A-DE84-4E53-A720-D9DABDABA58B}
66aa76fc-b409-4afb-aa98-494c2a094593,129,2016-12-10 09:34:49,2019-06-03 19:34:40,1952.01,1952.01,1,2019-08-29 17:00:37,{CD184B67-10A2-4C1C-A481-C8661AB0D9AE}
3d0d4efc-d8a6-42c5-82cb-f92e8e5d9910,130,2013-11-10 13:24:46,2019-08-21 19:58:38,3439.2,680.26,0,"",{C25C2360-B57A-4D5C-8115-FF3163BBC389}
d6ee0801-8bcb-4fcf-880e-2ef0f0401a00,131,2010-08-10 15:34:27,2019-12-18 18:56:51,3740.87,3036.35,0,"",{D2F6986B-BFFD-45B8-ABAD-AD32833AB42C}
6f049425-1252-479d-8cec-318397e7648b,132,2011-03-21 19:45:46,2019-08-04 14:06:14,2654.64,1122.09,0,"",{17C85A2E-609B-4562-8020-25202EAFF21A}
1bb758a5-eb11-42f0-b271-dec12b6e46ba,133,2014-06-03 04:56:40,2019-10-05 06:52:22,3715.63,3715.63,1,2019-09-11 04:27:02,{D2F6986B-BFFD-45B8-ABAD-AD32833AB42C}
f0ccbba8-a3c6-4f2d-ac5c-d5b0bdf1a41a,134,2014-11-09 06:55:02,2019-06-08 18:16:32,2849.69,2849.69,1,2020-03-06 06:12:33,{B5277313-B5B2-493C-B9F2-4C05161F5FEC}
